Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7478,128,7330,20
Andhra Pradesh,India,1899748,12815,1851062,35871
Arunachal Pradesh,India,36937,176,33704,3057
Assam,India,515981,4632,486265,25084
Bihar,India,722418,9599,711279,1540
Chandigarh,India,61718,808,60761,149
Chhattisgarh,India,995489,13453,976706,5330
Dadra and Nagar Haveli and Daman and Diu,India,10567,4,10522,41
Delhi,India,1434460,24988,1408456,1016
Goa,India,167272,3069,162074,2129
Gujarat,India,823763,10067,811169,2527
Haryana,India,768852,9474,758144,1234
Himachal Pradesh,India,202555,3482,197627,1446
Jammu and Kashmir,India,316629,4335,308246,4048
Jharkhand,India,345885,5114,339966,805
Karnataka,India,2852079,35308,2768632,48139
Kerala,India,2961584,13640,2843909,104035
Ladakh,India,20115,202,19669,244
Lakshadweep,India,9861,49,9557,255
Madhya Pradesh,India,789936,9001,780445,490
Maharashtra,India,6088841,122724,5845315,120802
Manipur,India,71643,1188,64329,6126
Meghalaya,India,51035,855,45596,4584
Mizoram,India,21246,95,17254,3897
Nagaland,India,25451,499,23699,1253
Odisha,India,919026,4154,887420,27452
Puducherry,India,117787,1760,113920,2107
Punjab,India,596265,16103,577624,2538
Rajasthan,India,952663,8934,942469,1260
Sikkim,India,20955,308,18589,2058
Tamil Nadu,India,2492420,32933,2423606,35881
Telangana,India,626085,3684,609947,12454
Tripura,India,67451,692,62843,3916
Uttar Pradesh,India,1706495,22622,1681412,2461
Uttarakhand,India,340646,7331,331494,1821
West Bengal,India,1504097,17779,1467038,19280
