Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7534,129,7395,10
Andhra Pradesh,India,1962049,13332,1927438,21279
Arunachal Pradesh,India,47477,225,43000,4252
Assam,India,564030,5221,544695,14114
Bihar,India,724719,9642,714596,481
Chandigarh,India,61948,809,61102,37
Chhattisgarh,India,1001781,13520,986175,2086
Dadra and Nagar Haveli and Daman and Diu,India,10643,4,10603,36
Delhi,India,1436144,25049,1410541,554
Goa,India,170900,3144,166679,1077
Gujarat,India,824829,10076,814485,268
Haryana,India,769858,9630,759516,712
Himachal Pradesh,India,205728,3520,201110,1098
Jammu and Kashmir,India,321207,4377,315686,1144
Jharkhand,India,347105,5126,341720,259
Karnataka,India,2901247,36491,2841479,23277
Kerala,India,3349365,16585,3177453,155327
Ladakh,India,20324,207,20057,60
Lakshadweep,India,10162,50,10042,70
Madhya Pradesh,India,791796,10513,781153,130
Maharashtra,India,6290156,132335,6075888,81933
Manipur,India,96824,1521,84408,10895
Meghalaya,India,63745,1062,56933,5750
Mizoram,India,37171,141,25168,11862
Nagaland,India,27653,556,25798,1299
Odisha,India,974132,5768,953088,15276
Puducherry,India,120725,1792,117961,972
Punjab,India,599005,16290,582162,553
Rajasthan,India,953622,8953,944410,259
Sikkim,India,26132,337,22498,3297
Tamil Nadu,India,2555664,34023,2500434,21207
Telangana,India,643716,3796,630732,9188
Tripura,India,78059,754,73665,3640
Uttar Pradesh,India,1708373,22755,1684834,784
Uttarakhand,India,341982,7361,333952,669
West Bengal,India,1526539,18123,1497116,11300
