Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7537,129,7400,8
Andhra Pradesh,India,1966175,13377,1931618,21180
Arunachal Pradesh,India,48122,229,43939,3954
Assam,India,566198,5260,547616,13322
Bihar,India,724835,9643,714735,457
Chandigarh,India,61953,811,61111,31
Chhattisgarh,India,1002008,13524,986621,1863
Dadra and Nagar Haveli and Daman and Diu,India,10650,4,10617,29
Delhi,India,1436265,25053,1410631,581
Goa,India,171146,3147,166941,1058
Gujarat,India,824877,10076,814549,252
Haryana,India,769913,9635,759566,712
Himachal Pradesh,India,206027,3521,201289,1217
Jammu and Kashmir,India,321462,4378,315908,1176
Jharkhand,India,347173,5128,341793,252
Karnataka,India,2905124,36562,2844742,23820
Kerala,India,3390761,16781,3208969,165011
Ladakh,India,20338,207,20075,56
Lakshadweep,India,10189,50,10055,84
Madhya Pradesh,India,791828,10513,781193,122
Maharashtra,India,6303715,132791,6090786,80138
Manipur,India,98499,1556,86403,10540
Meghalaya,India,65000,1085,57949,5966
Mizoram,India,38925,150,26387,12388
Nagaland,India,27872,566,25977,1329
Odisha,India,977268,5902,956828,14538
Puducherry,India,120915,1795,118158,962
Punjab,India,599104,16293,582277,534
Rajasthan,India,953667,8954,944465,248
Sikkim,India,26548,344,22804,3400
Tamil Nadu,India,2559597,34076,2504805,20716
Telangana,India,644951,3802,632080,9069
Tripura,India,78583,755,74346,3482
Uttar Pradesh,India,1708441,22756,1684973,712
Uttarakhand,India,342139,7362,334145,632
West Bengal,India,1528019,18136,1498770,11113
