Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7482,128,7333,21
Andhra Pradesh,India,1902923,12844,1854754,35325
Arunachal Pradesh,India,37105,177,33967,2961
Assam,India,517194,4652,489040,23502
Bihar,India,722527,9601,711490,1436
Chandigarh,India,61728,808,60777,143
Chhattisgarh,India,995718,13456,976917,5345
Dadra and Nagar Haveli and Daman and Diu,India,10569,4,10527,38
Delhi,India,1434554,24995,1408567,992
Goa,India,167436,3073,162276,2087
Gujarat,India,823833,10069,811297,2467
Haryana,India,768903,9486,758231,1186
Himachal Pradesh,India,202642,3483,197794,1365
Jammu and Kashmir,India,316976,4337,308672,3967
Jharkhand,India,345937,5115,340164,658
Karnataka,India,2853643,35367,2773407,44869
Kerala,India,2973684,13716,2855460,104508
Ladakh,India,20120,204,19690,226
Lakshadweep,India,9900,49,9577,274
Madhya Pradesh,India,789983,9009,780495,479
Maharashtra,India,6098177,123030,5848693,126454
Manipur,India,72286,1196,64931,6159
Meghalaya,India,51524,862,46228,4434
Mizoram,India,21337,95,17661,3581
Nagaland,India,25519,499,23786,1234
Odisha,India,921896,4196,890778,26922
Puducherry,India,117959,1761,114192,2006
Punjab,India,596416,16110,577982,2324
Rajasthan,India,952734,8938,942616,1180
Sikkim,India,21131,308,18722,2101
Tamil Nadu,India,2496287,33005,2427988,35294
Telangana,India,626690,3691,611035,11964
Tripura,India,67677,692,63209,3776
Uttar Pradesh,India,1706621,22640,1681717,2264
Uttarakhand,India,340724,7333,331642,1749
West Bengal,India,1505394,17799,1468815,18780
