Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7525,129,7377,19
Andhra Pradesh,India,1948592,13209,1911812,23571
Arunachal Pradesh,India,44708,208,40102,4398
Assam,India,554221,5076,532940,16205
Bihar,India,724230,9635,713998,597
Chandigarh,India,61916,809,61073,34
Chhattisgarh,India,1000763,13507,984015,3241
Dadra and Nagar Haveli and Daman and Diu,India,10624,4,10584,36
Delhi,India,1435720,25040,1410095,585
Goa,India,170199,3123,165700,1376
Gujarat,India,824608,10076,814162,370
Haryana,India,769665,9613,759287,765
Himachal Pradesh,India,204800,3509,200356,935
Jammu and Kashmir,India,320340,4373,314454,1513
Jharkhand,India,346846,5122,341419,305
Karnataka,India,2889994,36293,2828983,24718
Kerala,India,3218015,15739,3072895,129381
Ladakh,India,20284,206,19995,83
Lakshadweep,India,10100,49,9984,67
Madhya Pradesh,India,791721,10512,781024,185
Maharashtra,India,6245057,131038,6016506,97513
Manipur,India,88978,1436,77147,10395
Meghalaya,India,59346,988,53945,4413
Mizoram,India,30492,131,22617,7744
Nagaland,India,27024,536,25251,1237
Odisha,India,961934,5308,939160,17466
Puducherry,India,120003,1783,117265,955
Punjab,India,598590,16250,581529,811
Rajasthan,India,953462,8952,944150,360
Sikkim,India,24341,328,21294,2719
Tamil Nadu,India,2543040,33838,2483676,25526
Telangana,India,639369,3774,625738,9857
Tripura,India,75608,734,70623,4251
Uttar Pradesh,India,1708057,22743,1684286,1028
Uttarakhand,India,341629,7359,333621,649
West Bengal,India,1521261,18040,1491016,12205
