Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7475,128,7325,22
Andhra Pradesh,India,1896818,12779,1846716,37323
Arunachal Pradesh,India,36572,176,33432,2964
Assam,India,513606,4604,483741,25261
Bihar,India,722282,9594,710995,1693
Chandigarh,India,61700,808,60745,147
Chhattisgarh,India,995195,13450,976125,5620
Dadra and Nagar Haveli and Daman and Diu,India,10565,4,10518,43
Delhi,India,1434374,24983,1408350,1041
Goa,India,167103,3062,161867,2174
Gujarat,India,823687,10064,810979,2644
Haryana,India,768800,9461,758046,1293
Himachal Pradesh,India,202440,3481,197380,1579
Jammu and Kashmir,India,316291,4333,307749,4209
Jharkhand,India,345794,5113,339850,831
Karnataka,India,2849997,35222,2760881,53894
Kerala,India,2949128,13505,2831394,104229
Ladakh,India,20101,202,19658,241
Lakshadweep,India,9843,49,9514,280
Madhya Pradesh,India,789887,8989,780384,514
Maharashtra,India,6079352,122353,5836920,120079
Manipur,India,70954,1175,63809,5970
Meghalaya,India,50575,849,45074,4652
Mizoram,India,21003,94,16899,4010
Nagaland,India,25382,498,23604,1280
Odisha,India,916109,4109,884262,27738
Puducherry,India,117640,1759,113649,2232
Punjab,India,596094,16086,577256,2752
Rajasthan,India,952573,8930,942331,1312
Sikkim,India,20777,308,18407,2062
Tamil Nadu,India,2488407,32818,2418882,36707
Telangana,India,625237,3678,608833,12726
Tripura,India,67023,685,62480,3858
Uttar Pradesh,India,1706384,22616,1681208,2560
Uttarakhand,India,340488,7327,331297,1864
West Bengal,India,1502706,17758,1465219,19729
