Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7493,129,7355,11
Andhra Pradesh,India,1924421,13024,1884202,28680
Arunachal Pradesh,India,40383,191,36274,3718
Assam,India,536238,4865,510432,21319
Bihar,India,723355,9619,712947,845
Chandigarh,India,61841,809,60939,96
Chhattisgarh,India,998270,13478,980275,4784
Dadra and Nagar Haveli and Daman and Diu,India,10588,4,10563,25
Delhi,India,1435128,25018,1409417,743
Goa,India,168824,3097,163957,1848
Gujarat,India,824274,10074,813399,931
Haryana,India,769307,9556,758849,939
Himachal Pradesh,India,203719,3492,199020,1247
Jammu and Kashmir,India,318848,4357,311782,3002
Jharkhand,India,346371,5119,340862,411
Karnataka,India,2872684,35896,2801907,36760
Kerala,India,3073134,14686,2946870,115327
Ladakh,India,20204,206,19894,110
Lakshadweep,India,10020,49,9851,161
Madhya Pradesh,India,791656,10506,780735,415
Maharashtra,India,6165402,126024,5927756,119442
Manipur,India,78621,1287,69814,7235
Meghalaya,India,54853,913,49830,4365
Mizoram,India,24702,112,19803,4455
Nagaland,India,26052,511,24582,971
Odisha,India,941745,4662,915400,22690
Puducherry,India,119057,1771,115873,1505
Punjab,India,597714,16193,580027,1583
Rajasthan,India,953159,8945,943553,702
Sikkim,India,22397,317,19855,2267
Tamil Nadu,India,2521438,33454,2456165,32307
Telangana,India,632379,3735,618496,10316
Tripura,India,71315,717,66353,4100
Uttar Pradesh,India,1707446,22700,1683170,1594
Uttarakhand,India,341230,7341,332957,1094
West Bengal,India,1513014,17927,1480556,14901
