Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7496,129,7358,9
Andhra Pradesh,India,1926988,13042,1887236,26710
Arunachal Pradesh,India,40814,193,36617,4004
Assam,India,538407,4888,511888,21631
Bihar,India,723457,9619,713055,783
Chandigarh,India,61844,809,60958,77
Chhattisgarh,India,998565,13482,980933,4150
Dadra and Nagar Haveli and Daman and Diu,India,10589,4,10564,21
Delhi,India,1435204,25020,1409501,683
Goa,India,168988,3101,164155,1732
Gujarat,India,824305,10074,813512,719
Haryana,India,769343,9563,758908,872
Himachal Pradesh,India,203869,3496,199170,1203
Jammu and Kashmir,India,318991,4358,312198,2435
Jharkhand,India,346411,5120,340944,347
Karnataka,India,2874597,35944,2804396,34257
Kerala,India,3087673,14810,2957201,115662
Ladakh,India,20227,206,19908,113
Lakshadweep,India,10031,49,9873,109
Madhya Pradesh,India,791656,10506,780735,279
Maharashtra,India,6172645,126220,5938734,107691
Manipur,India,79417,1309,70402,7706
Meghalaya,India,55218,918,50336,3964
Mizoram,India,25170,113,19994,5063
Nagaland,India,26140,514,24664,962
Odisha,India,943675,4730,918041,20904
Puducherry,India,119181,1771,116026,1384
Punjab,India,597821,16199,580195,1427
Rajasthan,India,953187,8945,943629,613
Sikkim,India,22623,317,20025,2281
Tamil Nadu,India,2523943,33502,2459223,31218
Telangana,India,633146,3738,619344,10064
Tripura,India,71873,718,66771,4384
Uttar Pradesh,India,1707502,22704,1683319,1479
Uttarakhand,India,341274,7351,333104,819
West Bengal,India,1513877,17944,1481742,14191
