Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7492,129,7352,11
Andhra Pradesh,India,1922843,13002,1881161,28680
Arunachal Pradesh,India,39817,189,35910,3718
Assam,India,533663,4828,507516,21319
Bihar,India,723283,9618,712820,845
Chandigarh,India,61831,809,60926,96
Chhattisgarh,India,997973,13478,979711,4784
Dadra and Nagar Haveli and Daman and Diu,India,10586,4,10557,25
Delhi,India,1435083,25015,1409325,743
Goa,India,168716,3097,163771,1848
Gujarat,India,824242,10073,813238,931
Haryana,India,769279,9550,758790,939
Himachal Pradesh,India,203626,3491,198888,1247
Jammu and Kashmir,India,318693,4357,311334,3002
Jharkhand,India,346328,5119,340798,411
Karnataka,India,2871298,35835,2798703,36760
Kerala,India,3065336,14586,2935423,115327
Ladakh,India,20195,206,19879,110
Lakshadweep,India,10013,49,9803,161
Madhya Pradesh,India,790175,9025,780735,415
Maharashtra,India,6157799,125878,5912479,119442
Manipur,India,77731,1272,69224,7235
Meghalaya,India,54580,908,49307,4365
Mizoram,India,24183,110,19618,4455
Nagaland,India,25976,507,24498,971
Odisha,India,939752,4599,912463,22690
Puducherry,India,118976,1769,115702,1505
Punjab,India,597598,16186,579829,1583
Rajasthan,India,953126,8945,943479,702
Sikkim,India,22307,315,19725,2267
Tamil Nadu,India,2518786,33418,2453061,32307
Telangana,India,631683,3729,617638,10316
Tripura,India,70749,715,65934,4100
Uttar Pradesh,India,1707350,22698,1683058,1594
Uttarakhand,India,341179,7339,332746,1094
West Bengal,India,1512129,17916,1479312,14901
