Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7510,129,7365,16
Andhra Pradesh,India,1940096,13132,1902256,24708
Arunachal Pradesh,India,42820,202,38407,4211
Assam,India,547283,4999,524469,17815
Bihar,India,723945,9629,713591,725
Chandigarh,India,61889,809,61030,50
Chhattisgarh,India,999853,13496,982638,3719
Dadra and Nagar Haveli and Daman and Diu,India,10597,4,10575,18
Delhi,India,1435529,25027,1409910,592
Goa,India,169740,3111,165067,1562
Gujarat,India,824497,10076,813928,493
Haryana,India,769539,9599,759123,817
Himachal Pradesh,India,204391,3507,199877,1007
Jammu and Kashmir,India,319901,4364,313618,1919
Jharkhand,India,346681,5120,341234,327
Karnataka,India,2883947,36157,2818476,29314
Kerala,India,3160937,15350,3020052,125535
Ladakh,India,20257,206,19948,103
Lakshadweep,India,10064,49,9947,68
Madhya Pradesh,India,791658,10512,780927,219
Maharashtra,India,6214190,127031,5980350,106809
Manipur,India,84822,1376,73770,9676
Meghalaya,India,57388,945,52464,3979
Mizoram,India,27488,122,21363,6003
Nagaland,India,26682,528,25005,1149
Odisha,India,954326,5058,930418,18850
Puducherry,India,119703,1778,116801,1124
Punjab,India,598334,16233,581055,1046
Rajasthan,India,953360,8950,943938,472
Sikkim,India,23392,324,20760,2308
Tamil Nadu,India,2535402,33724,2473781,27897
Telangana,India,636627,3759,623044,9824
Tripura,India,73901,728,68859,4314
Uttar Pradesh,India,1707847,22719,1683866,1262
Uttarakhand,India,341452,7356,333473,623
West Bengal,India,1518181,17999,1487071,13111
