Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7521,129,7374,18
Andhra Pradesh,India,1946749,13197,1909613,23939
Arunachal Pradesh,India,44222,204,39634,4384
Assam,India,552425,5054,530678,16693
Bihar,India,724169,9635,713944,590
Chandigarh,India,61914,809,61064,41
Chhattisgarh,India,1000546,13506,983656,3384
Dadra and Nagar Haveli and Daman and Diu,India,10619,4,10581,34
Delhi,India,1435671,25039,1410066,566
Goa,India,170102,3118,165571,1413
Gujarat,India,824574,10076,814109,389
Haryana,India,769640,9611,759240,789
Himachal Pradesh,India,204685,3507,200237,941
Jammu and Kashmir,India,320256,4372,314282,1602
Jharkhand,India,346824,5122,341387,315
Karnataka,India,2888341,36262,2826411,25668
Kerala,India,3205197,15617,3059441,130139
Ladakh,India,20282,206,19985,91
Lakshadweep,India,10093,49,9973,71
Madhya Pradesh,India,791704,10512,781007,185
Maharashtra,India,6237755,130918,6008750,98087
Manipur,India,88050,1424,76279,10347
Meghalaya,India,58833,974,53638,4221
Mizoram,India,29645,127,22322,7196
Nagaland,India,26943,535,25190,1218
Odisha,India,959986,5241,936950,17795
Puducherry,India,119935,1781,117193,961
Punjab,India,598521,16246,581406,869
Rajasthan,India,953437,8951,944128,358
Sikkim,India,24047,326,21105,2616
Tamil Nadu,India,2541168,33809,2481201,26158
Telangana,India,638721,3771,625042,9908
Tripura,India,75099,732,70029,4338
Uttar Pradesh,India,1708005,22739,1684230,1036
Uttarakhand,India,341573,7357,333573,643
West Bengal,India,1520468,18027,1490050,12391
