Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7492,128,7351,13
Andhra Pradesh,India,1914213,12946,1869417,31850
Arunachal Pradesh,India,38682,185,35037,3460
Assam,India,527200,4764,499388,23048
Bihar,India,722965,9614,712210,1141
Chandigarh,India,61794,809,60885,100
Chhattisgarh,India,997035,13467,978654,4914
Dadra and Nagar Haveli and Daman and Diu,India,10579,4,10542,33
Delhi,India,1434873,25008,1409018,847
Goa,India,168210,3086,163159,1965
Gujarat,India,824091,10072,812522,1497
Haryana,India,769148,9525,758589,1034
Himachal Pradesh,India,203245,3486,198452,1307
Jammu and Kashmir,India,318023,4353,310326,3344
Jharkhand,India,346168,5119,340573,476
Karnataka,India,2864868,35663,2790453,38752
Kerala,India,3025466,14250,2900600,110616
Ladakh,India,20155,205,19815,135
Lakshadweep,India,9980,49,9695,236
Madhya Pradesh,India,790096,9023,780657,416
Maharashtra,India,6131976,124296,5889982,117698
Manipur,India,75180,1241,67212,6727
Meghalaya,India,53244,890,47963,4391
Mizoram,India,23014,101,19007,3906
Nagaland,India,25727,505,24218,1004
Odisha,India,932330,4415,903178,24737
Puducherry,India,118571,1767,115042,1762
Punjab,India,597195,16157,579111,1927
Rajasthan,India,952956,8942,943190,824
Sikkim,India,21795,312,19339,2144
Tamil Nadu,India,2510059,33253,2443141,33665
Telangana,India,629785,3714,614865,11206
Tripura,India,69550,709,64666,4175
Uttar Pradesh,India,1707044,22676,1682579,1789
Uttarakhand,India,341023,7338,332240,1445
West Bengal,India,1509218,17867,1475208,16143
