Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7529,129,7385,15
Andhra Pradesh,India,1954765,13256,1919354,22155
Arunachal Pradesh,India,45867,216,41385,4266
Assam,India,558491,5136,538098,15257
Bihar,India,724471,9639,714330,502
Chandigarh,India,61927,809,61085,33
Chhattisgarh,India,1001167,13516,984913,2738
Dadra and Nagar Haveli and Daman and Diu,India,10637,4,10587,46
Delhi,India,1435910,25043,1410288,579
Goa,India,170491,3132,166201,1158
Gujarat,India,824713,10076,814307,330
Haryana,India,769739,9619,759405,715
Himachal Pradesh,India,205061,3514,200706,841
Jammu and Kashmir,India,320657,4374,314995,1288
Jharkhand,India,346946,5124,341568,254
Karnataka,India,2894557,36374,2834741,23442
Kerala,India,3271530,16035,3114716,140779
Ladakh,India,20300,207,20026,67
Lakshadweep,India,10129,49,10004,76
Madhya Pradesh,India,791750,10512,781090,148
Maharashtra,India,6264922,131552,6035029,98341
Manipur,India,92667,1478,80608,10581
Meghalaya,India,61194,1024,55163,5007
Mizoram,India,33452,137,23572,9743
Nagaland,India,27308,542,25481,1285
Odisha,India,967548,5512,945177,16859
Puducherry,India,120331,1789,117620,922
Punjab,India,598794,16266,581829,699
Rajasthan,India,953542,8952,944277,313
Sikkim,India,25160,330,21813,3017
Tamil Nadu,India,2548497,33911,2491222,23364
Telangana,India,641153,3784,627964,9405
Tripura,India,76539,744,72132,3663
Uttar Pradesh,India,1708155,22750,1684537,868
Uttarakhand,India,341724,7359,333728,637
West Bengal,India,1523639,18073,1493770,11796
