Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7505,129,7360,16
Andhra Pradesh,India,1934450,13097,1896499,24854
Arunachal Pradesh,India,42089,199,37628,4262
Assam,India,544227,4961,519697,19569
Bihar,India,723785,9626,713377,782
Chandigarh,India,61862,809,60995,58
Chhattisgarh,India,999462,13492,982003,3967
Dadra and Nagar Haveli and Daman and Diu,India,10593,4,10573,16
Delhi,India,1435419,25023,1409739,657
Goa,India,169461,3106,164696,1659
Gujarat,India,824423,10074,813743,606
Haryana,India,769463,9586,759041,836
Himachal Pradesh,India,204224,3504,199584,1136
Jammu and Kashmir,India,319576,4362,313098,2116
Jharkhand,India,346588,5120,341128,340
Karnataka,India,2880370,36079,2812869,31422
Kerala,India,3130833,15155,2993242,122436
Ladakh,India,20240,206,19929,105
Lakshadweep,India,10053,49,9925,79
Madhya Pradesh,India,791629,10510,780884,235
Maharashtra,India,6197018,126727,5965644,104647
Manipur,India,82688,1350,72305,9033
Meghalaya,India,56493,931,51396,4166
Mizoram,India,26690,120,20829,5741
Nagaland,India,26476,519,24875,1082
Odisha,India,949929,4925,925526,19478
Puducherry,India,119509,1775,116486,1248
Punjab,India,598130,16215,580677,1238
Rajasthan,India,953292,8947,943842,503
Sikkim,India,23080,319,20441,2320
Tamil Nadu,India,2531118,33652,2468236,29230
Telangana,India,635320,3751,621541,10028
Tripura,India,73290,723,67928,4639
Uttar Pradesh,India,1707741,22711,1683691,1339
Uttarakhand,India,341401,7355,333348,698
West Bengal,India,1516481,17980,1485017,13484
