Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7469,128,7308,33
Andhra Pradesh,India,1893354,12744,1842432,38178
Arunachal Pradesh,India,36168,176,33209,2783
Assam,India,511153,4577,480839,25737
Bihar,India,722101,9592,710793,1716
Chandigarh,India,61687,808,60730,149
Chhattisgarh,India,994890,13445,975658,5787
Dadra and Nagar Haveli and Daman and Diu,India,10561,4,10514,43
Delhi,India,1434281,24981,1407943,1357
Goa,India,166920,3060,161582,2278
Gujarat,India,823607,10062,810751,2794
Haryana,India,768724,9446,757898,1380
Himachal Pradesh,India,202290,3480,197171,1639
Jammu and Kashmir,India,315960,4327,307312,4321
Jharkhand,India,345706,5113,339739,854
Karnataka,India,2847013,35134,2746544,65335
Kerala,India,2937033,13359,2821151,102523
Ladakh,India,20090,202,19626,262
Lakshadweep,India,9808,49,9466,293
Madhya Pradesh,India,789844,8981,780330,533
Maharashtra,India,6070599,122197,5828535,119867
Manipur,India,70298,1162,63206,5930
Meghalaya,India,50090,844,44709,4537
Mizoram,India,20770,93,16545,4132
Nagaland,India,25305,498,23486,1321
Odisha,India,912887,4063,880997,27827
Puducherry,India,117465,1751,113373,2341
Punjab,India,595899,16072,576866,2961
Rajasthan,India,952497,8923,942172,1402
Sikkim,India,20666,308,18251,2107
Tamil Nadu,India,2484177,32721,2413930,37526
Telangana,India,624379,3669,607658,13052
Tripura,India,66629,683,62130,3816
Uttar Pradesh,India,1706268,22601,1680980,2687
Uttarakhand,India,340379,7324,331089,1966
West Bengal,India,1501284,17735,1463379,20170
