Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7482,128,7339,15
Andhra Pradesh,India,1905023,12870,1858189,33964
Arunachal Pradesh,India,37531,179,34234,3118
Assam,India,519834,4683,491561,23590
Bihar,India,722603,9606,711692,1305
Chandigarh,India,61740,809,60815,116
Chhattisgarh,India,996037,13457,977360,5220
Dadra and Nagar Haveli and Daman and Diu,India,10569,4,10530,35
Delhi,India,1434608,24997,1408699,912
Goa,India,167566,3075,162557,1934
Gujarat,India,823895,10071,811491,2333
Haryana,India,768957,9496,758348,1113
Himachal Pradesh,India,202800,3484,197959,1357
Jammu and Kashmir,India,317250,4343,309133,3774
Jharkhand,India,345983,5117,340257,609
Karnataka,India,2856491,35434,2779038,42019
Kerala,India,2981721,13818,2866806,101097
Ladakh,India,20129,204,19709,216
Lakshadweep,India,9936,49,9609,278
Madhya Pradesh,India,790015,9015,780534,466
Maharashtra,India,6104917,123136,5861720,120061
Manipur,India,72718,1204,65540,5974
Meghalaya,India,51901,871,46676,4354
Mizoram,India,21854,98,18026,3730
Nagaland,India,25559,499,23868,1192
Odisha,India,924699,4248,894104,26347
Puducherry,India,118087,1762,114454,1871
Punjab,India,596550,16122,578310,2118
Rajasthan,India,952789,8941,942756,1092
Sikkim,India,21226,309,19048,1869
Tamil Nadu,India,2500002,33059,2432017,34926
Telangana,India,627498,3698,612096,11704
Tripura,India,68151,697,63492,3962
Uttar Pradesh,India,1706739,22646,1681912,2181
Uttarakhand,India,340793,7335,331903,1555
West Bengal,India,1506279,17817,1470512,17950
