Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7506,129,7361,16
Andhra Pradesh,India,1937122,13115,1898966,25041
Arunachal Pradesh,India,42564,201,38040,4323
Assam,India,545954,4984,522192,18778
Bihar,India,723864,9627,713482,755
Chandigarh,India,61870,809,61008,53
Chhattisgarh,India,999688,13494,982357,3837
Dadra and Nagar Haveli and Daman and Diu,India,10594,4,10574,16
Delhi,India,1435478,25027,1409830,621
Goa,India,169620,3109,164848,1663
Gujarat,India,824460,10075,813853,532
Haryana,India,769504,9593,759088,823
Himachal Pradesh,India,204337,3505,199722,1110
Jammu and Kashmir,India,319755,4363,313375,2017
Jharkhand,India,346649,5120,341192,337
Karnataka,India,2882239,36121,2816013,30105
Kerala,India,3146981,15269,3006439,125273
Ladakh,India,20246,206,19937,103
Lakshadweep,India,10061,49,9939,73
Madhya Pradesh,India,791640,10512,780907,221
Maharashtra,India,6205190,126851,5974594,103745
Manipur,India,83859,1365,73047,9447
Meghalaya,India,57000,939,51981,4080
Mizoram,India,27153,121,21136,5896
Nagaland,India,26576,524,24940,1112
Odisha,India,952111,4992,927926,19193
Puducherry,India,119603,1776,116657,1170
Punjab,India,598248,16224,580871,1153
Rajasthan,India,953334,8949,943889,496
Sikkim,India,23237,321,20660,2256
Tamil Nadu,India,2533323,33695,2471038,28590
Telangana,India,636049,3756,622313,9980
Tripura,India,73615,725,68344,4546
Uttar Pradesh,India,1707822,22715,1683797,1310
Uttarakhand,India,341433,7356,333421,656
West Bengal,India,1517380,17988,1486059,13333
