Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7535,129,7398,8
Andhra Pradesh,India,1964117,13354,1929565,21198
Arunachal Pradesh,India,47856,226,43488,4142
Assam,India,565209,5241,546136,13832
Bihar,India,724791,9643,714690,458
Chandigarh,India,61952,810,61106,36
Chhattisgarh,India,1001906,13523,986418,1965
Dadra and Nagar Haveli and Daman and Diu,India,10644,4,10610,30
Delhi,India,1436207,25052,1410575,580
Goa,India,171052,3146,166813,1093
Gujarat,India,824850,10076,814514,260
Haryana,India,769884,9633,759539,712
Himachal Pradesh,India,205874,3520,201217,1137
Jammu and Kashmir,India,321344,4378,315795,1171
Jharkhand,India,347137,5128,341749,260
Karnataka,India,2903137,36525,2843110,23502
Kerala,India,3370137,16701,3192104,161332
Ladakh,India,20328,207,20071,50
Lakshadweep,India,10178,50,10051,77
Madhya Pradesh,India,791806,10513,781172,121
Maharashtra,India,6296756,132566,6083319,80871
Manipur,India,97698,1541,85422,10735
Meghalaya,India,64314,1073,57450,5791
Mizoram,India,38064,145,25744,12175
Nagaland,India,27713,561,25878,1274
Odisha,India,975690,5834,954929,14927
Puducherry,India,120815,1793,118043,979
Punjab,India,599053,16292,582217,544
Rajasthan,India,953650,8953,944443,254
Sikkim,India,26311,342,22667,3302
Tamil Nadu,India,2557611,34050,2502627,20934
Telangana,India,644330,3800,631389,9141
Tripura,India,78361,755,74122,3484
Uttar Pradesh,India,1708410,22756,1684925,729
Uttarakhand,India,342023,7362,334016,645
West Bengal,India,1527250,18128,1497951,11171
