Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,7487,128,7343,16
Andhra Pradesh,India,1908065,12898,1861937,33230
Arunachal Pradesh,India,37879,181,34525,3173
Assam,India,522267,4717,493306,24244
Bihar,India,722746,9612,711913,1221
Chandigarh,India,61752,809,60837,106
Chhattisgarh,India,996359,13462,977893,5004
Dadra and Nagar Haveli and Daman and Diu,India,10575,4,10532,39
Delhi,India,1434687,25001,1408853,833
Goa,India,167823,3079,162787,1957
Gujarat,India,823964,10072,811699,2193
Haryana,India,769030,9506,758442,1082
Himachal Pradesh,India,202945,3485,198134,1326
Jammu and Kashmir,India,317481,4345,309554,3582
Jharkhand,India,346038,5118,340365,555
Karnataka,India,2859595,35526,2784030,40039
Kerala,India,2996094,13960,2877557,104577
Ladakh,India,20137,204,19733,200
Lakshadweep,India,9947,49,9643,255
Madhya Pradesh,India,790042,9017,780578,447
Maharashtra,India,6113335,123531,5872268,117536
Manipur,India,73581,1218,66132,6231
Meghalaya,India,52358,880,47173,4305
Mizoram,India,22155,98,18383,3674
Nagaland,India,25619,503,23982,1134
Odisha,India,927186,4299,897362,25525
Puducherry,India,118227,1763,114673,1791
Punjab,India,596736,16131,578590,2015
Rajasthan,India,952836,8942,942882,1012
Sikkim,India,21403,309,19200,1894
Tamil Nadu,India,2503481,33132,2435872,34477
Telangana,India,628282,3703,613124,11455
Tripura,India,68612,701,63964,3947
Uttar Pradesh,India,1706818,22656,1682130,2032
Uttarakhand,India,340882,7338,332006,1538
West Bengal,India,1507241,17834,1472132,17275
