Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5007,62,4932,13
Andhra Pradesh,India,888692,7161,880678,853
Arunachal Pradesh,India,16832,56,16771,5
Assam,India,217277,1086,214530,1661
Bihar,India,261568,1521,259347,700
Chandigarh,India,21184,344,20700,140
Chhattisgarh,India,308472,3759,301238,3475
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3396,0
Delhi,India,636529,10886,624592,1051
Goa,India,54113,776,52653,684
Gujarat,India,264450,4399,258270,1781
Haryana,India,268783,3034,264901,848
Himachal Pradesh,India,58112,989,56630,493
Jammu and Kashmir,India,125117,1947,122542,628
Jharkhand,India,119206,1081,117669,456
Karnataka,India,944057,12251,925829,5977
Kerala,India,988655,3936,920539,64180
Ladakh,India,9762,130,9580,52
Lakshadweep,India,187,0,119,68
Madhya Pradesh,India,257068,3828,251320,1920
Maharashtra,India,2052905,51415,1970053,31437
Manipur,India,29155,373,28729,53
Meghalaya,India,13931,148,13617,166
Mizoram,India,4391,9,4361,21
Nagaland,India,12175,88,11998,89
Odisha,India,335984,1910,333280,794
Puducherry,India,39397,656,38445,296
Punjab,India,175558,5682,167652,2224
Rajasthan,India,318602,2779,314438,1385
Sikkim,India,6113,135,5916,62
Tamil Nadu,India,843690,12402,826994,4294
Telangana,India,296277,1614,292848,1815
Tripura,India,33353,391,32959,3
Uttar Pradesh,India,601898,8696,589882,3320
Uttarakhand,India,96673,1676,94328,669
West Bengal,India,572032,10225,557494,4313
