Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5014,62,4944,8
Andhra Pradesh,India,889077,7166,881292,619
Arunachal Pradesh,India,16836,56,16775,5
Assam,India,217344,1091,214639,1614
Bihar,India,261942,1531,259898,513
Chandigarh,India,21352,348,20854,150
Chhattisgarh,India,310210,3790,303415,3005
Dadra and Nagar Haveli and Daman and Diu,India,3402,2,3396,4
Delhi,India,637445,10896,625496,1053
Goa,India,54421,786,53125,510
Gujarat,India,266297,4403,260198,1696
Haryana,India,269405,3042,265549,814
Himachal Pradesh,India,58312,994,57017,301
Jammu and Kashmir,India,125634,1954,122992,688
Jharkhand,India,119477,1084,117926,467
Karnataka,India,946860,12282,928767,5811
Kerala,India,1021432,4046,956935,60451
Ladakh,India,9783,130,9605,48
Lakshadweep,India,263,0,167,96
Madhya Pradesh,India,258574,3844,252821,1909
Maharashtra,India,2081520,51669,1987804,42047
Manipur,India,29225,373,28769,83
Meghalaya,India,13946,148,13743,55
Mizoram,India,4405,10,4372,23
Nagaland,India,12191,91,12071,29
Odisha,India,336460,1913,333888,659
Puducherry,India,39526,660,38667,199
Punjab,India,177376,5732,169002,2642
Rajasthan,India,319270,2783,315212,1275
Sikkim,India,6126,135,5933,58
Tamil Nadu,India,846937,12444,830320,4173
Telangana,India,297278,1623,293940,1715
Tripura,India,33366,391,32961,14
Uttar Pradesh,India,602490,8709,591194,2587
Uttarakhand,India,97005,1684,94772,549
West Bengal,India,573193,10239,559282,3672
