Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5005,62,4932,11
Andhra Pradesh,India,888485,7160,880363,962
Arunachal Pradesh,India,16831,56,16770,5
Assam,India,217229,1085,214473,1671
Bihar,India,260670,1517,258771,382
Chandigarh,India,21133,341,20623,169
Chhattisgarh,India,307790,3744,299856,4190
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3396,0
Delhi,India,636160,10882,624182,1096
Goa,India,53937,772,52432,733
Gujarat,India,263676,4396,257120,2160
Haryana,India,268507,3029,264608,870
Himachal Pradesh,India,57925,984,56483,458
Jammu and Kashmir,India,124952,1944,122415,593
Jharkhand,India,119055,1078,117539,438
Karnataka,India,942846,12239,924654,5953
Kerala,India,972180,3883,902627,65670
Ladakh,India,9753,130,9552,71
Lakshadweep,India,154,0,76,78
Madhya Pradesh,India,256591,3823,250727,2041
Maharashtra,India,2046287,51325,1958971,35991
Manipur,India,29130,373,28672,85
Meghalaya,India,13886,148,13604,134
Mizoram,India,4386,9,4353,24
Nagaland,India,12160,88,11988,84
Odisha,India,335692,1910,333031,751
Puducherry,India,39318,655,38354,309
Punjab,India,174838,5653,167073,2112
Rajasthan,India,318294,2774,314050,1470
Sikkim,India,6110,135,5908,67
Tamil Nadu,India,842261,12387,825520,4354
Telangana,India,295831,1612,292415,1804
Tripura,India,33353,391,32955,7
Uttar Pradesh,India,601455,8691,589322,3442
Uttarakhand,India,96536,1671,94057,808
West Bengal,India,571490,10209,556649,4632
