Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4932,0
Andhra Pradesh,India,888099,7157,879780,1162
Arunachal Pradesh,India,16829,56,16764,9
Assam,India,217175,1083,214344,1748
Bihar,India,259858,1508,257618,732
Chandigarh,India,21015,336,20493,186
Chhattisgarh,India,306370,3718,298337,4315
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3392,4
Delhi,India,635481,10864,623409,1208
Goa,India,53638,768,52109,761
Gujarat,India,262406,4391,255059,2956
Haryana,India,268136,3024,264093,1019
Himachal Pradesh,India,57646,981,56256,409
Jammu and Kashmir,India,124659,1941,122049,669
Jharkhand,India,118839,1077,117309,453
Karnataka,India,940596,12225,922437,5934
Kerala,India,944709,3796,871548,69365
Ladakh,India,9735,130,9535,70
Lakshadweep,India,122,0,61,61
Madhya Pradesh,India,255689,3816,249443,2430
Maharashtra,India,2033266,51169,1943335,38762
Manipur,India,29086,372,28603,111
Meghalaya,India,13774,147,13575,52
Mizoram,India,4376,9,4337,30
Nagaland,India,12117,88,11963,66
Odisha,India,335282,1906,332499,877
Puducherry,India,39146,652,38215,279
Punjab,India,173861,5628,166103,2130
Rajasthan,India,317766,2770,313304,1692
Sikkim,India,6098,135,5877,86
Tamil Nadu,India,839866,12371,823001,4494
Telangana,India,295101,1606,291510,1985
Tripura,India,33351,391,32948,12
Uttar Pradesh,India,600837,8674,587398,4765
Uttarakhand,India,96281,1655,93629,997
West Bengal,India,570581,10195,555190,5196
