Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5014,62,4949,3
Andhra Pradesh,India,889298,7167,881511,620
Arunachal Pradesh,India,16836,56,16775,5
Assam,India,217392,1091,214694,1607
Bihar,India,262160,1535,260088,537
Chandigarh,India,21425,349,20890,186
Chhattisgarh,India,310885,3800,303973,3112
Dadra and Nagar Haveli and Daman and Diu,India,3402,2,3396,4
Delhi,India,637900,10900,625929,1071
Goa,India,54562,787,53287,488
Gujarat,India,267104,4405,261009,1690
Haryana,India,269730,3042,265827,861
Himachal Pradesh,India,58385,995,57156,234
Jammu and Kashmir,India,125867,1954,123192,721
Jharkhand,India,119596,1085,118058,453
Karnataka,India,948149,12294,929800,6055
Kerala,India,1034657,4089,971975,58593
Ladakh,India,9786,130,9617,39
Lakshadweep,India,280,0,204,76
Madhya Pradesh,India,259427,3854,253522,2051
Maharashtra,India,2100884,51788,1994947,54149
Manipur,India,29237,373,28784,80
Meghalaya,India,13952,148,13782,22
Mizoram,India,4409,10,4377,22
Nagaland,India,12192,91,12088,13
Odisha,India,336636,1914,334107,615
Puducherry,India,39592,663,38737,192
Punjab,India,178459,5754,169686,3019
Rajasthan,India,319543,2785,315513,1245
Sikkim,India,6132,135,5945,52
Tamil Nadu,India,848275,12460,831706,4109
Telangana,India,297712,1625,294386,1701
Tripura,India,33394,391,32962,41
Uttar Pradesh,India,602785,8715,591700,2370
Uttarakhand,India,97031,1687,94850,494
West Bengal,India,573762,10249,559988,3525
