Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5007,62,4934,11
Andhra Pradesh,India,888760,7162,880784,814
Arunachal Pradesh,India,16832,56,16771,5
Assam,India,217285,1086,214542,1657
Bihar,India,261646,1522,259433,691
Chandigarh,India,21203,344,20717,142
Chhattisgarh,India,308701,3766,301648,3287
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3396,0
Delhi,India,636670,10889,624728,1053
Goa,India,54152,777,52780,595
Gujarat,India,264718,4400,258551,1767
Haryana,India,268887,3035,265015,837
Himachal Pradesh,India,58142,990,56647,505
Jammu and Kashmir,India,125208,1948,122626,634
Jharkhand,India,119242,1081,117720,441
Karnataka,India,944437,12259,926234,5944
Kerala,India,994052,3954,925871,64227
Ladakh,India,9763,130,9583,50
Lakshadweep,India,188,0,119,69
Madhya Pradesh,India,257229,3829,251538,1862
Maharashtra,India,2056575,51451,1972475,32649
Manipur,India,29166,373,28737,56
Meghalaya,India,13932,148,13620,164
Mizoram,India,4392,9,4363,20
Nagaland,India,12176,88,12011,77
Odisha,India,336042,1910,333351,781
Puducherry,India,39416,656,38476,284
Punjab,India,175804,5690,167814,2300
Rajasthan,India,318710,2780,314523,1407
Sikkim,India,6116,135,5920,61
Tamil Nadu,India,844173,12408,827480,4285
Telangana,India,296428,1614,293033,1781
Tripura,India,33353,391,32960,2
Uttar Pradesh,India,602001,8698,590071,3232
Uttarakhand,India,96722,1678,94396,648
West Bengal,India,572220,10229,557758,4233
