Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4932,0
Andhra Pradesh,India,888178,7157,879867,1154
Arunachal Pradesh,India,16829,56,16765,8
Assam,India,217186,1084,214374,1728
Bihar,India,259936,1510,257702,724
Chandigarh,India,21036,337,20512,187
Chhattisgarh,India,306743,3724,298724,4295
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3392,4
Delhi,India,635639,10871,623574,1194
Goa,India,53717,770,52165,782
Gujarat,India,262681,4392,255489,2800
Haryana,India,268209,3026,264221,962
Himachal Pradesh,India,57693,982,56272,439
Jammu and Kashmir,India,124719,1943,122124,652
Jharkhand,India,118897,1077,117373,447
Karnataka,India,941070,12227,922907,5936
Kerala,India,950811,3813,877889,69109
Ladakh,India,9740,130,9538,72
Lakshadweep,India,126,0,61,65
Madhya Pradesh,India,255855,3818,249706,2331
Maharashtra,India,2036002,51215,1948674,36113
Manipur,India,29099,372,28614,113
Meghalaya,India,13794,147,13584,63
Mizoram,India,4376,9,4342,25
Nagaland,India,12121,88,11970,63
Odisha,India,335369,1907,332611,851
Puducherry,India,39185,652,38240,293
Punjab,India,174057,5635,166263,2159
Rajasthan,India,317905,2771,313496,1638
Sikkim,India,6103,135,5886,82
Tamil Nadu,India,840360,12375,823518,4467
Telangana,India,295270,1607,291699,1964
Tripura,India,33352,391,32949,12
Uttar Pradesh,India,600970,8680,587661,4629
Uttarakhand,India,96384,1659,93723,1002
West Bengal,India,570787,10199,555491,5097
