Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5014,62,4949,3
Andhra Pradesh,India,889210,7167,881439,604
Arunachal Pradesh,India,16836,56,16775,5
Assam,India,217383,1091,214676,1616
Bihar,India,262066,1534,260030,502
Chandigarh,India,21397,349,20879,169
Chhattisgarh,India,310732,3795,303835,3102
Dadra and Nagar Haveli and Daman and Diu,India,3402,2,3396,4
Delhi,India,637755,10898,625832,1025
Goa,India,54523,787,53243,493
Gujarat,India,266821,4404,260745,1672
Haryana,India,269609,3042,265751,816
Himachal Pradesh,India,58366,994,57120,252
Jammu and Kashmir,India,125783,1954,123129,700
Jharkhand,India,119565,1084,118022,459
Karnataka,India,947736,12292,929447,5997
Kerala,India,1030587,4074,967630,58883
Ladakh,India,9786,130,9616,40
Lakshadweep,India,277,0,192,85
Madhya Pradesh,India,259128,3850,253284,1994
Maharashtra,India,2093913,51753,1992530,49630
Manipur,India,29233,373,28776,84
Meghalaya,India,13952,148,13778,26
Mizoram,India,4409,10,4377,22
Nagaland,India,12191,91,12082,18
Odisha,India,336578,1914,334053,611
Puducherry,India,39569,662,38719,188
Punjab,India,178111,5748,169480,2883
Rajasthan,India,319461,2785,315376,1300
Sikkim,India,6128,135,5940,53
Tamil Nadu,India,847823,12457,831246,4120
Telangana,India,297598,1624,294243,1731
Tripura,India,33393,391,32961,41
Uttar Pradesh,India,602705,8714,591559,2432
Uttarakhand,India,97031,1686,94850,495
West Bengal,India,573580,10246,559755,3579
