Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5014,62,4948,4
Andhra Pradesh,India,889156,7167,881369,620
Arunachal Pradesh,India,16836,56,16775,5
Assam,India,217367,1091,214658,1618
Bihar,India,262009,1532,259973,504
Chandigarh,India,21371,348,20867,156
Chhattisgarh,India,310469,3793,303637,3039
Dadra and Nagar Haveli and Daman and Diu,India,3402,2,3396,4
Delhi,India,637603,10897,625653,1053
Goa,India,54466,787,53181,498
Gujarat,India,266563,4404,260475,1684
Haryana,India,269498,3042,265643,813
Himachal Pradesh,India,58344,994,57052,298
Jammu and Kashmir,India,125715,1954,123059,702
Jharkhand,India,119528,1084,117977,467
Karnataka,India,947246,12287,929058,5901
Kerala,India,1025937,4061,961789,60087
Ladakh,India,9785,130,9614,41
Lakshadweep,India,272,0,181,91
Madhya Pradesh,India,258871,3846,253071,1954
Maharashtra,India,2087632,51713,1989963,45956
Manipur,India,29230,373,28772,85
Meghalaya,India,13951,148,13765,38
Mizoram,India,4407,10,4373,24
Nagaland,India,12191,91,12080,20
Odisha,India,336513,1914,333980,619
Puducherry,India,39540,662,38701,177
Punjab,India,177759,5740,169216,2803
Rajasthan,India,319363,2784,315310,1269
Sikkim,India,6127,135,5938,54
Tamil Nadu,India,847385,12451,830787,4147
Telangana,India,297435,1623,294097,1715
Tripura,India,33392,391,32961,40
Uttar Pradesh,India,602592,8712,591359,2521
Uttarakhand,India,97031,1686,94850,495
West Bengal,India,573387,10242,559520,3625
