Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4997,62,4932,3
Andhra Pradesh,India,888275,7158,880046,1071
Arunachal Pradesh,India,16829,56,16765,8
Assam,India,217193,1084,214403,1706
Bihar,India,260034,1512,257914,608
Chandigarh,India,21060,338,20535,187
Chhattisgarh,India,307079,3732,298987,4360
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3394,2
Delhi,India,635793,10873,623714,1206
Goa,India,53773,770,52243,760
Gujarat,India,262948,4393,255914,2641
Haryana,India,268293,3027,264317,949
Himachal Pradesh,India,57764,982,56320,462
Jammu and Kashmir,India,124785,1944,122187,654
Jharkhand,India,118938,1077,117420,441
Karnataka,India,941500,12230,923377,5893
Kerala,India,956421,3832,884542,68047
Ladakh,India,9743,130,9541,72
Lakshadweep,India,141,0,65,76
Madhya Pradesh,India,256017,3819,250005,2193
Maharashtra,India,2038630,51255,1952187,35188
Manipur,India,29110,372,28625,113
Meghalaya,India,13821,147,13593,81
Mizoram,India,4381,9,4345,27
Nagaland,India,12126,88,11970,68
Odisha,India,335466,1908,332733,825
Puducherry,India,39235,654,38267,314
Punjab,India,174256,5635,166477,2144
Rajasthan,India,318021,2771,313669,1581
Sikkim,India,6105,135,5893,77
Tamil Nadu,India,840849,12379,824024,4446
Telangana,India,295431,1608,291846,1977
Tripura,India,33352,391,32950,11
Uttar Pradesh,India,601128,8682,587984,4462
Uttarakhand,India,96431,1662,93824,945
West Bengal,India,570981,10201,555788,4992
