Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5017,62,4952,3
Andhra Pradesh,India,889681,7169,881877,635
Arunachal Pradesh,India,16836,56,16777,3
Assam,India,217518,1092,214792,1634
Bihar,India,262464,1540,260493,431
Chandigarh,India,21659,351,20986,322
Chhattisgarh,India,312179,3828,305524,2827
Dadra and Nagar Haveli and Daman and Diu,India,3406,2,3400,4
Delhi,India,638849,10906,626712,1231
Goa,India,54871,794,53490,587
Gujarat,India,269031,4408,262487,2136
Haryana,India,270411,3044,266264,1103
Himachal Pradesh,India,58543,995,57287,261
Jammu and Kashmir,India,126286,1956,123527,803
Jharkhand,India,119863,1087,118284,492
Karnataka,India,950207,12320,932367,5520
Kerala,India,1052357,4164,996514,51679
Ladakh,India,9816,130,9632,54
Lakshadweep,India,333,1,252,80
Madhya Pradesh,India,261013,3862,254633,2518
Maharashtra,India,2138154,52041,2017303,68810
Manipur,India,29260,373,28850,37
Meghalaya,India,13961,148,13794,19
Mizoram,India,4422,10,4386,26
Nagaland,India,12198,91,12098,9
Odisha,India,337018,1915,334463,640
Puducherry,India,39697,667,38836,194
Punjab,India,181004,5814,170968,4222
Rajasthan,India,320078,2786,316061,1231
Sikkim,India,6135,135,5955,45
Tamil Nadu,India,850577,12488,834043,4046
Telangana,India,298631,1633,295059,1939
Tripura,India,33407,391,32984,32
Uttar Pradesh,India,603350,8725,592441,2184
Uttarakhand,India,97031,1691,94850,490
West Bengal,India,574716,10263,561110,3343
