Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4932,0
Andhra Pradesh,India,887900,7154,879504,1242
Arunachal Pradesh,India,16828,56,16762,10
Assam,India,217154,1083,214248,1823
Bihar,India,259660,1503,257306,851
Chandigarh,India,20957,334,20447,176
Chhattisgarh,India,305689,3706,297859,4124
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3391,5
Delhi,India,635217,10856,623096,1265
Goa,India,53469,768,51977,724
Gujarat,India,261838,4388,254109,3341
Haryana,India,267989,3022,263886,1081
Himachal Pradesh,India,57561,979,56204,378
Jammu and Kashmir,India,124550,1936,121905,709
Jharkhand,India,118734,1073,117148,513
Karnataka,India,939775,12220,921592,5963
Kerala,India,932637,3760,859421,69456
Ladakh,India,9724,130,9526,68
Lakshadweep,India,99,0,56,43
Madhya Pradesh,India,255263,3812,248897,2554
Maharashtra,India,2028347,51109,1932294,44944
Manipur,India,29072,371,28562,139
Meghalaya,India,13764,146,13556,62
Mizoram,India,4373,9,4333,31
Nagaland,India,12099,88,11957,54
Odisha,India,335151,1906,332239,1006
Puducherry,India,39096,651,38160,285
Punjab,India,173470,5616,165753,2101
Rajasthan,India,317587,2766,312873,1948
Sikkim,India,6091,135,5874,82
Tamil Nadu,India,838842,12363,821947,4532
Telangana,India,294739,1602,291115,2022
Tripura,India,33351,391,32943,17
Uttar Pradesh,India,600470,8662,586505,5303
Uttarakhand,India,96180,1648,93451,1081
West Bengal,India,570177,10179,554578,5420
