Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5014,62,4944,8
Andhra Pradesh,India,889010,7165,881238,607
Arunachal Pradesh,India,16833,56,16774,3
Assam,India,217330,1090,214628,1612
Bihar,India,261879,1529,259830,520
Chandigarh,India,21322,348,20832,142
Chhattisgarh,India,309934,3788,303137,3009
Dadra and Nagar Haveli and Daman and Diu,India,3402,2,3396,4
Delhi,India,637315,10894,625343,1078
Goa,India,54369,786,53074,509
Gujarat,India,266034,4403,259928,1703
Haryana,India,269322,3041,265455,826
Himachal Pradesh,India,58296,994,56948,354
Jammu and Kashmir,India,125547,1951,122939,657
Jharkhand,India,119439,1084,117889,466
Karnataka,India,946454,12276,928461,5717
Kerala,India,1016848,4032,951742,61074
Ladakh,India,9782,130,9604,48
Lakshadweep,India,261,0,164,97
Madhya Pradesh,India,258333,3842,252628,1863
Maharashtra,India,2076093,51631,1985261,39201
Manipur,India,29223,373,28759,91
Meghalaya,India,13945,148,13719,78
Mizoram,India,4399,10,4369,20
Nagaland,India,12190,90,12064,36
Odisha,India,336397,1912,333788,697
Puducherry,India,39506,660,38644,202
Punjab,India,177101,5722,168833,2546
Rajasthan,India,319166,2782,315135,1249
Sikkim,India,6121,135,5932,54
Tamil Nadu,India,846480,12438,829850,4192
Telangana,India,297113,1622,293791,1700
Tripura,India,33357,391,32961,5
Uttar Pradesh,India,602410,8707,591013,2690
Uttarakhand,India,96964,1683,94733,548
West Bengal,India,573012,10237,559039,3736
