Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5029,62,4961,6
Andhra Pradesh,India,891388,7180,882981,1227
Arunachal Pradesh,India,16840,56,16780,4
Assam,India,217766,1097,215041,1628
Bihar,India,262937,1549,261064,324
Chandigarh,India,22832,357,21539,936
Chhattisgarh,India,316311,3880,308854,3577
Dadra and Nagar Haveli and Daman and Diu,India,3431,2,3405,24
Delhi,India,642870,10936,629841,2093
Goa,India,55758,804,54209,745
Gujarat,India,276622,4420,268196,4006
Haryana,India,274273,3069,268397,2807
Himachal Pradesh,India,59527,1003,57818,706
Jammu and Kashmir,India,127436,1971,124578,887
Jharkhand,India,120524,1093,118922,509
Karnataka,India,958417,12386,937898,8133
Kerala,India,1087443,4369,1050603,32471
Ladakh,India,9846,130,9686,30
Lakshadweep,India,587,1,380,206
Madhya Pradesh,India,267176,3883,258958,4335
Maharashtra,India,2282191,52723,2117744,111724
Manipur,India,29310,373,28907,30
Meghalaya,India,13986,148,13818,20
Mizoram,India,4435,10,4416,9
Nagaland,India,12221,91,12120,10
Odisha,India,338056,1917,335499,640
Puducherry,India,39984,670,39128,186
Punjab,India,194753,6030,178271,10452
Rajasthan,India,322518,2789,317487,2242
Sikkim,India,6183,135,5994,54
Tamil Nadu,India,858272,12539,841250,4483
Telangana,India,300933,1652,297363,1918
Tripura,India,33427,391,33026,10
Uttar Pradesh,India,604958,8743,594396,1819
Uttarakhand,India,97700,1700,95362,638
West Bengal,India,577788,10287,564368,3133
