Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5083,62,4976,45
Andhra Pradesh,India,901989,7217,887434,7338
Arunachal Pradesh,India,16845,56,16785,4
Assam,India,218412,1105,215445,1862
Bihar,India,265527,1576,262371,1580
Chandigarh,India,26999,379,23702,2918
Chhattisgarh,India,349187,4170,319488,25529
Dadra and Nagar Haveli and Daman and Diu,India,3661,2,3482,177
Delhi,India,662430,11027,642565,8838
Goa,India,58039,830,55653,1556
Gujarat,India,307698,4519,290569,12610
Haryana,India,290800,3155,277919,9726
Himachal Pradesh,India,63605,1048,59584,2973
Jammu and Kashmir,India,130960,1994,126435,2531
Jharkhand,India,124201,1113,120263,2825
Karnataka,India,997004,12567,956170,28267
Kerala,India,1124584,4621,1094404,25559
Ladakh,India,10157,130,9771,256
Lakshadweep,India,723,1,680,42
Madhya Pradesh,India,295511,3986,274429,17096
Maharashtra,India,2812980,54649,2400727,357604
Manipur,India,29400,374,28956,70
Meghalaya,India,14065,150,13866,49
Mizoram,India,4476,11,4434,31
Nagaland,India,12340,92,12136,112
Odisha,India,340917,1921,337091,1905
Puducherry,India,41468,682,39712,1074
Punjab,India,239734,6868,209034,23832
Rajasthan,India,333149,2818,321668,8663
Sikkim,India,6235,135,6053,47
Tamil Nadu,India,886673,12719,858075,15879
Telangana,India,308776,1701,301564,5511
Tripura,India,33517,392,33065,60
Uttar Pradesh,India,617194,8811,598535,9848
Uttarakhand,India,100411,1717,96831,1863
West Bengal,India,586915,10329,570811,5775
