Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5026,62,4957,7
Andhra Pradesh,India,890766,7176,882581,1009
Arunachal Pradesh,India,16839,56,16780,3
Assam,India,217682,1094,214964,1624
Bihar,India,262779,1547,260942,290
Chandigarh,India,22397,356,21316,725
Chhattisgarh,India,314640,3859,307862,2919
Dadra and Nagar Haveli and Daman and Diu,India,3421,2,3402,17
Delhi,India,641340,10924,628686,1730
Goa,India,55463,799,54032,632
Gujarat,India,273941,4416,266313,3212
Haryana,India,272751,3058,267610,2083
Himachal Pradesh,India,59197,1000,57580,617
Jammu and Kashmir,India,127114,1963,124280,871
Jharkhand,India,120312,1093,118747,472
Karnataka,India,955451,12367,936250,6834
Kerala,India,1078739,4312,1034895,39532
Ladakh,India,9833,130,9659,44
Lakshadweep,India,494,1,329,164
Madhya Pradesh,India,265070,3872,257560,3638
Maharashtra,India,2228471,52500,2077112,98859
Manipur,India,29296,373,28894,29
Meghalaya,India,13973,148,13813,12
Mizoram,India,4432,10,4412,10
Nagaland,India,12217,91,12107,19
Odisha,India,337803,1917,335168,718
Puducherry,India,39882,670,39041,171
Punjab,India,189620,5941,175659,8020
Rajasthan,India,321711,2789,317039,1883
Sikkim,India,6174,135,5989,50
Tamil Nadu,India,855677,12521,839138,4018
Telangana,India,300153,1644,296740,1769
Tripura,India,33424,391,33003,30
Uttar Pradesh,India,604380,8738,594008,1634
Uttarakhand,India,97480,1695,95123,662
West Bengal,India,576838,10280,563403,3155
