Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5039,62,4969,8
Andhra Pradesh,India,893734,7189,884357,2188
Arunachal Pradesh,India,16842,56,16783,3
Assam,India,217976,1100,215213,1663
Bihar,India,263569,1559,261487,523
Chandigarh,India,24459,362,22225,1872
Chhattisgarh,India,324153,3950,311761,8442
Dadra and Nagar Haveli and Daman and Diu,India,3481,2,3427,52
Delhi,India,647984,10956,633410,3618
Goa,India,56623,818,54792,1013
Gujarat,India,287009,4450,275238,7321
Haryana,India,279828,3098,271375,5355
Himachal Pradesh,India,60678,1018,58404,1256
Jammu and Kashmir,India,128547,1981,125276,1290
Jharkhand,India,121261,1096,119409,756
Karnataka,India,970202,12434,944256,13512
Kerala,India,1104228,4495,1074805,24928
Ladakh,India,9908,130,9704,74
Lakshadweep,India,666,1,536,129
Madhya Pradesh,India,275727,3906,263821,8000
Maharashtra,India,2479682,53399,2214867,211416
Manipur,India,29335,373,28933,29
Meghalaya,India,14016,149,13837,30
Mizoram,India,4448,11,4423,14
Nagaland,India,12225,91,12132,2
Odisha,India,338817,1919,336124,774
Puducherry,India,40386,675,39521,190
Punjab,India,213110,6324,188529,18257
Rajasthan,India,325424,2798,319041,3585
Sikkim,India,6206,135,6017,54
Tamil Nadu,India,866982,12599,846480,7903
Telangana,India,303455,1671,298826,2958
Tripura,India,33464,391,33043,30
Uttar Pradesh,India,607538,8759,595743,3036
Uttarakhand,India,98448,1704,95883,861
West Bengal,India,580631,10306,566821,3504
