Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5028,62,4958,8
Andhra Pradesh,India,890884,7176,882670,1038
Arunachal Pradesh,India,16839,56,16780,3
Assam,India,217704,1096,214979,1629
Bihar,India,262820,1547,260975,298
Chandigarh,India,22502,356,21368,778
Chhattisgarh,India,315030,3864,308143,3023
Dadra and Nagar Haveli and Daman and Diu,India,3423,2,3404,17
Delhi,India,641660,10928,628920,1812
Goa,India,55538,802,54073,663
Gujarat,India,274522,4418,266766,3338
Haryana,India,273087,3062,267762,2263
Himachal Pradesh,India,59239,1002,57616,621
Jammu and Kashmir,India,127191,1965,124367,859
Jharkhand,India,120374,1093,118787,494
Karnataka,India,956041,12373,936616,7052
Kerala,India,1081055,4328,1039281,37446
Ladakh,India,9835,130,9662,43
Lakshadweep,India,509,1,341,167
Madhya Pradesh,India,265527,3874,257942,3711
Maharashtra,India,2238398,52556,2089294,96548
Manipur,India,29298,373,28895,30
Meghalaya,India,13977,148,13815,14
Mizoram,India,4434,10,4415,9
Nagaland,India,12217,91,12108,18
Odisha,India,337860,1917,335250,693
Puducherry,India,39908,670,39060,178
Punjab,India,190647,5961,176164,8522
Rajasthan,India,321890,2789,317138,1963
Sikkim,India,6175,135,5990,50
Tamil Nadu,India,856246,12525,839648,4073
Telangana,India,300342,1646,296916,1780
Tripura,India,33425,391,33010,24
Uttar Pradesh,India,604527,8740,594109,1678
Uttarakhand,India,97529,1695,95223,611
West Bengal,India,577026,10281,563601,3144
