Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5024,62,4954,8
Andhra Pradesh,India,890441,7172,882369,900
Arunachal Pradesh,India,16839,56,16780,3
Assam,India,217642,1093,214914,1635
Bihar,India,262706,1544,260821,341
Chandigarh,India,22116,355,21174,587
Chhattisgarh,India,313808,3854,307138,2816
Dadra and Nagar Haveli and Daman and Diu,India,3408,2,3400,6
Delhi,India,640494,10918,627797,1779
Goa,India,55291,799,53817,675
Gujarat,India,272240,4413,264969,2858
Haryana,India,271892,3053,267116,1723
Himachal Pradesh,India,59014,997,57428,589
Jammu and Kashmir,India,126853,1960,124002,891
Jharkhand,India,120173,1091,118601,481
Karnataka,India,953813,12354,935066,6393
Kerala,India,1072436,4271,1024309,43856
Ladakh,India,9826,130,9654,42
Lakshadweep,India,425,1,309,156
Madhya Pradesh,India,263747,3866,256424,3457
Maharashtra,India,2198399,52393,2055951,90055
Manipur,India,29286,373,28880,33
Meghalaya,India,13968,148,13806,14
Mizoram,India,4428,10,4404,14
Nagaland,India,12210,91,12104,15
Odisha,India,337620,1917,334902,801
Puducherry,India,39824,669,38979,176
Punjab,India,186189,5898,173630,6661
Rajasthan,India,321123,2789,316750,1584
Sikkim,India,6157,135,5987,35
Tamil Nadu,India,853992,12513,837525,3954
Telangana,India,299742,1640,296166,1936
Tripura,India,33424,391,33002,31
Uttar Pradesh,India,604034,8729,593288,2017
Uttarakhand,India,97285,1694,95035,556
West Bengal,India,576176,10275,562675,3226
