Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5042,62,4974,6
Andhra Pradesh,India,895879,7201,885209,3469
Arunachal Pradesh,India,16842,56,16785,1
Assam,India,218139,1104,215299,1736
Bihar,India,264198,1567,261706,925
Chandigarh,India,25356,368,22702,2286
Chhattisgarh,India,332113,4026,314769,13318
Dadra and Nagar Haveli and Daman and Diu,India,3536,2,3442,92
Delhi,India,652742,10978,636267,5497
Goa,India,57170,822,55070,1278
Gujarat,India,294130,4473,280285,9372
Haryana,India,283622,3117,273276,7229
Himachal Pradesh,India,61616,1029,58684,1903
Jammu and Kashmir,India,129203,1983,125627,1593
Jharkhand,India,121973,1100,119698,1175
Karnataka,India,978478,12471,947781,18226
Kerala,India,1111897,4539,1082668,24690
Ladakh,India,9948,130,9713,105
Lakshadweep,India,708,1,596,111
Madhya Pradesh,India,282174,3928,267242,11004
Maharashtra,India,2600833,53795,2283037,264001
Manipur,India,29367,374,28936,57
Meghalaya,India,14022,150,13849,23
Mizoram,India,4460,11,4425,24
Nagaland,India,12229,92,12133,4
Odisha,India,339460,1919,336409,1132
Puducherry,India,40740,679,39521,540
Punjab,India,222937,6517,195015,21405
Rajasthan,India,327890,2808,319933,5149
Sikkim,India,6212,135,6037,40
Tamil Nadu,India,873219,12641,850091,10487
Telangana,India,305309,1683,299631,3995
Tripura,India,33482,392,33046,44
Uttar Pradesh,India,610273,8773,596451,5049
Uttarakhand,India,99072,1707,96215,1150
West Bengal,India,582381,10316,568115,3950
