Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5024,62,4955,7
Andhra Pradesh,India,890556,7173,882462,921
Arunachal Pradesh,India,16839,56,16780,3
Assam,India,217649,1094,214930,1625
Bihar,India,262728,1545,260849,334
Chandigarh,India,22238,355,21208,675
Chhattisgarh,India,314098,3855,307522,2721
Dadra and Nagar Haveli and Daman and Diu,India,3409,2,3402,5
Delhi,India,640815,10919,628117,1779
Goa,India,55361,799,53862,700
Gujarat,India,272811,4414,265372,3025
Haryana,India,272215,3056,267261,1898
Himachal Pradesh,India,59059,997,57473,589
Jammu and Kashmir,India,126932,1961,124089,882
Jharkhand,India,120217,1091,118665,461
Karnataka,India,954393,12359,935421,6613
Kerala,India,1075227,4287,1027826,43114
Ladakh,India,9830,130,9656,44
Lakshadweep,India,473,1,313,159
Madhya Pradesh,India,264214,3868,256819,3527
Maharashtra,India,2208586,52440,2062031,94115
Manipur,India,29288,373,28884,31
Meghalaya,India,13970,148,13810,12
Mizoram,India,4428,10,4409,9
Nagaland,India,12211,91,12105,15
Odisha,India,337674,1917,334990,767
Puducherry,India,39843,670,39000,173
Punjab,India,187348,5910,174274,7164
Rajasthan,India,321356,2789,316864,1703
Sikkim,India,6167,135,5988,44
Tamil Nadu,India,854554,12517,838085,3952
Telangana,India,299900,1641,296373,1886
Tripura,India,33424,391,33003,30
Uttar Pradesh,India,604164,8729,593704,1731
Uttarakhand,India,97363,1694,95073,596
West Bengal,India,576435,10277,562945,3213
