Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5036,62,4969,5
Andhra Pradesh,India,892740,7186,883759,1795
Arunachal Pradesh,India,16842,56,16783,3
Assam,India,217905,1100,215160,1645
Bihar,India,263265,1555,261304,406
Chandigarh,India,23803,359,21978,1466
Chhattisgarh,India,320783,3920,310838,6025
Dadra and Nagar Haveli and Daman and Diu,India,3454,2,3422,30
Delhi,India,645632,10949,631756,2927
Goa,India,56271,813,54597,861
Gujarat,India,282449,4433,272332,5684
Haryana,India,277268,3089,270222,3957
Himachal Pradesh,India,60207,1013,58151,1043
Jammu and Kashmir,India,128097,1978,125046,1073
Jharkhand,India,120950,1094,119232,624
Karnataka,India,965102,12415,941309,11378
Kerala,India,1098291,4450,1068378,25463
Ladakh,India,9876,130,9695,51
Lakshadweep,India,644,1,470,173
Madhya Pradesh,India,271957,3894,262031,6032
Maharashtra,India,2396340,53138,2175565,167637
Manipur,India,29325,373,28924,28
Meghalaya,India,14005,148,13825,32
Mizoram,India,4445,11,4421,13
Nagaland,India,12225,91,12127,7
Odisha,India,338489,1918,335923,648
Puducherry,India,40201,674,39521,6
Punjab,India,205418,6204,184848,14366
Rajasthan,India,324101,2794,318284,3023
Sikkim,India,6196,135,6013,48
Tamil Nadu,India,863363,12573,844568,6222
Telangana,India,302360,1664,298262,2434
Tripura,India,33454,391,33042,21
Uttar Pradesh,India,606229,8753,595259,2217
Uttarakhand,India,98129,1704,95727,698
West Bengal,India,579479,10300,565938,3241
