Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5028,62,4960,6
Andhra Pradesh,India,891178,7179,882841,1158
Arunachal Pradesh,India,16840,56,16780,4
Assam,India,217745,1097,215023,1625
Bihar,India,262909,1548,261037,324
Chandigarh,India,22697,357,21481,859
Chhattisgarh,India,315864,3875,308452,3537
Dadra and Nagar Haveli and Daman and Diu,India,3426,2,3404,20
Delhi,India,642439,10934,629485,2020
Goa,India,55676,803,54169,704
Gujarat,India,275907,4418,267701,3788
Haryana,India,273888,3065,268144,2679
Himachal Pradesh,India,59439,1003,57774,662
Jammu and Kashmir,India,127363,1969,124498,896
Jharkhand,India,120467,1093,118863,511
Karnataka,India,957584,12381,937383,7820
Kerala,India,1085663,4355,1047226,34082
Ladakh,India,9840,130,9669,41
Lakshadweep,India,569,1,374,194
Madhya Pradesh,India,266573,3881,258598,4094
Maharashtra,India,2266374,52667,2106400,107307
Manipur,India,29309,373,28900,36
Meghalaya,India,13985,148,13817,20
Mizoram,India,4435,10,4416,9
Nagaland,India,12217,91,12116,10
Odisha,India,337992,1917,335408,667
Puducherry,India,39954,670,39108,176
Punjab,India,193345,5996,177280,10069
Rajasthan,India,322281,2789,317350,2142
Sikkim,India,6179,135,5994,50
Tamil Nadu,India,857602,12535,840723,4344
Telangana,India,300717,1650,297195,1872
Tripura,India,33425,391,33017,17
Uttar Pradesh,India,604791,8741,594308,1742
Uttarakhand,India,97634,1698,95294,642
West Bengal,India,577511,10286,564115,3110
