Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5039,62,4969,8
Andhra Pradesh,India,894044,7191,884471,2382
Arunachal Pradesh,India,16842,56,16784,2
Assam,India,218006,1101,215235,1670
Bihar,India,263659,1561,261537,561
Chandigarh,India,24667,363,22325,1979
Chhattisgarh,India,325678,3962,312511,9205
Dadra and Nagar Haveli and Daman and Diu,India,3485,2,3431,52
Delhi,India,648872,10963,633975,3934
Goa,India,56708,818,54873,1017
Gujarat,India,288649,4454,276348,7847
Haryana,India,280693,3101,271894,5698
Himachal Pradesh,India,60878,1021,58472,1385
Jammu and Kashmir,India,128679,1981,125362,1336
Jharkhand,India,121371,1097,119478,796
Karnataka,India,971647,12444,944917,14286
Kerala,India,1105467,4507,1076571,24389
Ladakh,India,9920,130,9707,83
Lakshadweep,India,691,1,581,109
Madhya Pradesh,India,277075,3908,264575,8592
Maharashtra,India,2504327,53457,2234330,216540
Manipur,India,29339,373,28933,33
Meghalaya,India,14016,149,13838,29
Mizoram,India,4451,11,4423,17
Nagaland,India,12225,91,12132,2
Odisha,India,338963,1919,336206,838
Puducherry,India,40433,676,39521,236
Punjab,India,215409,6382,190399,18628
Rajasthan,India,326026,2803,319217,4006
Sikkim,India,6206,135,6022,49
Tamil Nadu,India,868367,12609,847139,8619
Telangana,India,303867,1674,299042,3151
Tripura,India,33470,392,33044,34
Uttar Pradesh,India,608076,8760,595920,3396
Uttarakhand,India,98552,1704,95954,894
West Bengal,India,580999,10308,567117,3574
