Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5032,62,4967,3
Andhra Pradesh,India,892269,7185,883505,1579
Arunachal Pradesh,India,16841,56,16783,2
Assam,India,217839,1099,215127,1613
Bihar,India,263100,1553,261200,347
Chandigarh,India,23391,359,21833,1199
Chhattisgarh,India,318830,3909,310260,4661
Dadra and Nagar Haveli and Daman and Diu,India,3445,2,3416,27
Delhi,India,644489,10945,631056,2488
Goa,India,56100,811,54497,792
Gujarat,India,280051,4427,270658,4966
Haryana,India,276080,3079,269517,3484
Himachal Pradesh,India,59869,1011,58038,820
Jammu and Kashmir,India,127831,1976,124882,973
Jharkhand,India,120771,1094,119100,577
Karnataka,India,962339,12403,940489,9447
Kerala,India,1094294,4422,1063444,26428
Ladakh,India,9863,130,9690,43
Lakshadweep,India,625,1,457,167
Madhya Pradesh,India,270208,3891,261031,5286
Maharashtra,India,2347328,52996,2154253,140079
Manipur,India,29315,373,28918,24
Meghalaya,India,14000,148,13821,31
Mizoram,India,4442,10,4417,15
Nagaland,India,12225,91,12120,14
Odisha,India,338323,1918,335796,609
Puducherry,India,40068,673,39215,180
Punjab,India,201036,6137,182283,12616
Rajasthan,India,323461,2791,318009,2661
Sikkim,India,6191,135,6012,44
Tamil Nadu,India,861429,12556,843423,5450
Telangana,India,301769,1659,298009,2101
Tripura,India,33441,391,33039,11
Uttar Pradesh,India,605655,8750,594993,1912
Uttarakhand,India,97931,1704,95628,599
West Bengal,India,578853,10297,565398,3158
