Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5035,62,4967,6
Andhra Pradesh,India,892522,7186,883642,1694
Arunachal Pradesh,India,16841,56,16783,2
Assam,India,217872,1099,215146,1627
Bihar,India,263158,1554,261240,364
Chandigarh,India,23592,359,21903,1330
Chhattisgarh,India,319717,3915,310503,5299
Dadra and Nagar Haveli and Daman and Diu,India,3445,2,3417,26
Delhi,India,645025,10948,631375,2702
Goa,India,56173,812,54556,805
Gujarat,India,281173,4430,271433,5310
Haryana,India,276635,3083,269812,3740
Himachal Pradesh,India,60036,1011,58090,935
Jammu and Kashmir,India,127957,1977,124972,1008
Jharkhand,India,120853,1094,119160,599
Karnataka,India,963614,12407,940968,10239
Kerala,India,1096392,4435,1066259,25698
Ladakh,India,9865,130,9691,44
Lakshadweep,India,639,1,459,179
Madhya Pradesh,India,271040,3893,261531,5616
Maharashtra,India,2370507,53080,2163391,154036
Manipur,India,29323,373,28922,28
Meghalaya,India,14002,148,13824,30
Mizoram,India,4445,11,4417,17
Nagaland,India,12225,91,12127,7
Odisha,India,338405,1918,335857,630
Puducherry,India,40120,673,39233,214
Punjab,India,203049,6172,183557,13320
Rajasthan,India,323774,2791,318132,2851
Sikkim,India,6194,135,6013,46
Tamil Nadu,India,862374,12564,843999,5811
Telangana,India,302047,1662,298120,2265
Tripura,India,33444,391,33041,12
Uttar Pradesh,India,605915,8751,595150,2014
Uttarakhand,India,98041,1704,95665,672
West Bengal,India,579156,10298,565670,3188
