Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5031,62,4966,3
Andhra Pradesh,India,892008,7185,883380,1443
Arunachal Pradesh,India,16840,56,16783,1
Assam,India,217817,1099,215106,1612
Bihar,India,263051,1552,261171,328
Chandigarh,India,23244,358,21720,1166
Chhattisgarh,India,317974,3897,309979,4098
Dadra and Nagar Haveli and Daman and Diu,India,3440,2,3407,31
Delhi,India,644064,10944,630799,2321
Goa,India,56006,807,54424,775
Gujarat,India,279097,4425,269955,4717
Haryana,India,275557,3077,269268,3212
Himachal Pradesh,India,59750,1010,57983,757
Jammu and Kashmir,India,127734,1974,124823,937
Jharkhand,India,120695,1093,119046,556
Karnataka,India,961204,12397,939928,8879
Kerala,India,1092324,4407,1060560,27357
Ladakh,India,9852,130,9688,34
Lakshadweep,India,606,1,416,189
Madhya Pradesh,India,269391,3890,260477,5024
Maharashtra,India,2329464,52909,2144743,131812
Manipur,India,29313,373,28916,24
Meghalaya,India,13997,148,13820,29
Mizoram,India,4439,10,4417,12
Nagaland,India,12225,91,12120,14
Odisha,India,338258,1918,335730,610
Puducherry,India,40044,672,39186,186
Punjab,India,199573,6099,181532,11942
Rajasthan,India,323220,2790,317858,2572
Sikkim,India,6184,135,6008,41
Tamil Nadu,India,860562,12551,842862,5149
Telangana,India,301522,1656,297851,2015
Tripura,India,33440,391,33029,20
Uttar Pradesh,India,605441,8748,594855,1838
Uttarakhand,India,97866,1704,95581,581
West Bengal,India,578598,10295,565156,3147
