Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5024,62,4953,9
Andhra Pradesh,India,890317,7171,882275,871
Arunachal Pradesh,India,16838,56,16780,2
Assam,India,217613,1093,214894,1626
Bihar,India,262668,1543,260777,348
Chandigarh,India,22040,355,21140,545
Chhattisgarh,India,313534,3851,306693,2990
Dadra and Nagar Haveli and Daman and Diu,India,3408,2,3400,6
Delhi,India,640182,10915,627566,1701
Goa,India,55212,798,53775,639
Gujarat,India,271725,4412,264564,2749
Haryana,India,271659,3052,266992,1615
Himachal Pradesh,India,58942,996,57406,540
Jammu and Kashmir,India,126772,1959,123930,883
Jharkhand,India,120129,1091,118552,486
Karnataka,India,953136,12350,934639,6147
Kerala,India,1069660,4255,1020671,44734
Ladakh,India,9824,130,9651,43
Lakshadweep,India,425,1,309,115
Madhya Pradesh,India,263290,3866,256116,3308
Maharashtra,India,2188183,52340,2049484,86359
Manipur,India,29283,373,28878,32
Meghalaya,India,13966,148,13805,13
Mizoram,India,4428,10,4400,18
Nagaland,India,12210,91,12104,15
Odisha,India,337529,1917,334838,774
Puducherry,India,39794,669,38959,166
Punjab,India,185381,5887,173230,6264
Rajasthan,India,320928,2788,316631,1509
Sikkim,India,6154,135,5987,32
Tamil Nadu,India,853449,12508,836963,3978
Telangana,India,299572,1639,295970,1963
Tripura,India,33424,391,33001,32
Uttar Pradesh,India,603907,8729,593149,2029
Uttarakhand,India,97234,1692,95000,542
West Bengal,India,575921,10273,562412,3236
