Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5024,62,4955,7
Andhra Pradesh,India,890692,7174,882520,998
Arunachal Pradesh,India,16839,56,16780,3
Assam,India,217668,1094,214947,1627
Bihar,India,262758,1546,260899,313
Chandigarh,India,22318,355,21253,710
Chhattisgarh,India,314320,3858,307642,2820
Dadra and Nagar Haveli and Daman and Diu,India,3416,2,3402,12
Delhi,India,641101,10921,628377,1803
Goa,India,55409,799,53922,688
Gujarat,India,273386,4415,265831,3140
Haryana,India,272520,3056,267433,2031
Himachal Pradesh,India,59118,997,57507,614
Jammu and Kashmir,India,127044,1962,124190,892
Jharkhand,India,120259,1093,118703,463
Karnataka,India,955015,12362,935772,6881
Kerala,India,1077327,4300,1031865,41162
Ladakh,India,9831,130,9657,44
Lakshadweep,India,486,1,327,158
Madhya Pradesh,India,264643,3871,257166,3606
Maharashtra,India,2219727,52478,2068044,99205
Manipur,India,29291,373,28890,28
Meghalaya,India,13972,148,13811,13
Mizoram,India,4428,10,4410,8
Nagaland,India,12217,91,12106,20
Odisha,India,337744,1917,335080,747
Puducherry,India,39868,670,39022,176
Punjab,India,188391,5927,174967,7497
Rajasthan,India,321532,2789,316988,1755
Sikkim,India,6174,135,5989,50
Tamil Nadu,India,855121,12518,838606,3997
Telangana,India,300011,1642,296562,1807
Tripura,India,33424,391,33003,30
Uttar Pradesh,India,604279,8737,593895,1647
Uttarakhand,India,97422,1695,95095,632
West Bengal,India,576623,10278,563182,3163
