Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5038,62,4969,7
Andhra Pradesh,India,892986,7187,883890,1909
Arunachal Pradesh,India,16842,56,16783,3
Assam,India,217924,1100,215183,1641
Bihar,India,263355,1556,261362,437
Chandigarh,India,24017,360,22060,1597
Chhattisgarh,India,321880,3929,311198,6753
Dadra and Nagar Haveli and Daman and Diu,India,3464,2,3424,38
Delhi,India,646348,10953,632230,3165
Goa,India,56371,815,54657,899
Gujarat,India,283864,4437,273280,6147
Haryana,India,278140,3090,270670,4380
Himachal Pradesh,India,60389,1016,58249,1124
Jammu and Kashmir,India,128249,1979,125118,1152
Jharkhand,India,121055,1095,119307,653
Karnataka,India,966689,12425,942178,12086
Kerala,India,1100275,4467,1070343,25465
Ladakh,India,9881,130,9698,53
Lakshadweep,India,647,1,489,157
Madhya Pradesh,India,273097,3901,262587,6609
Maharashtra,India,2422021,53208,2189965,178848
Manipur,India,29326,373,28929,24
Meghalaya,India,14008,148,13829,31
Mizoram,India,4446,11,4421,14
Nagaland,India,12225,91,12132,2
Odisha,India,338599,1918,335994,687
Puducherry,India,40262,674,39521,67
Punjab,India,207888,6242,186187,15459
Rajasthan,India,324503,2796,318586,3121
Sikkim,India,6199,135,6015,49
Tamil Nadu,India,864450,12582,845178,6690
Telangana,India,302724,1666,298451,2607
Tripura,India,33459,391,33043,25
Uttar Pradesh,India,606609,8757,595382,2470
Uttarakhand,India,98228,1704,95796,728
West Bengal,India,579826,10301,566228,3297
