Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5044,62,4975,7
Andhra Pradesh,India,897810,7203,885892,4715
Arunachal Pradesh,India,16845,56,16785,4
Assam,India,218222,1104,215348,1770
Bihar,India,264604,1571,261917,1116
Chandigarh,India,25898,374,22992,2532
Chhattisgarh,India,337940,4061,316043,17836
Dadra and Nagar Haveli and Daman and Diu,India,3580,2,3448,130
Delhi,India,655834,10997,638212,6625
Goa,India,57453,824,55250,1379
Gujarat,India,298596,4484,283241,10871
Haryana,India,286327,3132,274785,8410
Himachal Pradesh,India,62383,1033,58989,2361
Jammu and Kashmir,India,129684,1985,125886,1813
Jharkhand,India,122621,1107,119878,1636
Karnataka,India,983930,12492,950167,21271
Kerala,India,1115777,4567,1086669,24541
Ladakh,India,9974,130,9727,117
Lakshadweep,India,714,1,625,88
Madhya Pradesh,India,286407,3947,269465,12995
Maharashtra,India,2673461,54073,2314579,304809
Manipur,India,29376,374,28944,58
Meghalaya,India,14031,150,13855,26
Mizoram,India,4465,11,4428,26
Nagaland,India,12229,92,12133,4
Odisha,India,339904,1920,336571,1413
Puducherry,India,40964,680,39521,763
Punjab,India,228864,6621,198972,23271
Rajasthan,India,329595,2811,320426,6358
Sikkim,India,6226,135,6041,50
Tamil Nadu,India,877279,12659,852463,12157
Telangana,India,306339,1688,300156,4495
Tripura,India,33491,392,33050,49
Uttar Pradesh,India,612403,8783,596953,6667
Uttarakhand,India,99515,1709,96467,1339
West Bengal,India,583839,10322,568909,4608
