Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,5020,62,4952,6
Andhra Pradesh,India,890080,7169,882137,774
Arunachal Pradesh,India,16838,56,16780,2
Assam,India,217585,1093,214860,1632
Bihar,India,262597,1541,260687,369
Chandigarh,India,21906,354,21080,472
Chhattisgarh,India,313032,3844,306352,2836
Dadra and Nagar Haveli and Daman and Diu,India,3408,2,3400,6
Delhi,India,639681,10911,627227,1543
Goa,India,55073,796,53695,582
Gujarat,India,270770,4411,263837,2522
Haryana,India,271125,3052,266725,1348
Himachal Pradesh,India,58800,996,57367,437
Jammu and Kashmir,India,126589,1958,123811,820
Jharkhand,India,120037,1090,118449,498
Karnataka,India,952037,12343,933730,5964
Kerala,India,1064279,4226,1012484,47569
Ladakh,India,9819,130,9645,44
Lakshadweep,India,407,1,269,137
Madhya Pradesh,India,262433,3865,255595,2973
Maharashtra,India,2169330,52238,2036790,80302
Manipur,India,29282,373,28876,33
Meghalaya,India,13966,148,13803,15
Mizoram,India,4427,10,4397,20
Nagaland,India,12200,91,12102,7
Odisha,India,337351,1917,334703,731
Puducherry,India,39763,669,38920,174
Punjab,India,183538,5860,172480,5198
Rajasthan,India,320557,2787,316430,1340
Sikkim,India,6147,135,5975,37
Tamil Nadu,India,852478,12502,835979,3997
Telangana,India,299254,1635,295707,1912
Tripura,India,33420,391,32989,40
Uttar Pradesh,India,603711,8728,592901,2082
Uttarakhand,India,97089,1692,94946,451
West Bengal,India,575487,10270,561964,3253
