Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4991,62,4904,25
Andhra Pradesh,India,886557,7142,877893,1522
Arunachal Pradesh,India,16816,56,16722,38
Assam,India,216940,1077,213295,2568
Bihar,India,258414,1468,254023,2923
Chandigarh,India,20639,331,20162,146
Chhattisgarh,India,295509,3594,286277,5638
Dadra and Nagar Haveli and Daman and Diu,India,3393,2,3381,10
Delhi,India,633276,10782,620374,2120
Goa,India,52712,757,51090,865
Gujarat,India,257813,4372,247950,5491
Haryana,India,266819,3000,262140,1679
Himachal Pradesh,India,57121,970,55595,556
Jammu and Kashmir,India,123764,1924,120729,1111
Jharkhand,India,118079,1058,115989,1032
Karnataka,India,934252,12187,914492,7573
Kerala,India,870529,3545,796986,69998
Ladakh,India,9673,129,9471,73
Lakshadweep,India,48,0,0,48
Madhya Pradesh,India,252767,3776,244392,4599
Maharashtra,India,2000878,50634,1903408,46836
Manipur,India,28938,367,28351,220
Meghalaya,India,13721,146,13440,133
Mizoram,India,4349,9,4276,64
Nagaland,India,12070,88,11875,107
Odisha,India,333866,1903,330545,1418
Puducherry,India,38772,643,37830,299
Punjab,India,171316,5535,163438,2343
Rajasthan,India,316081,2756,309391,3934
Sikkim,India,6062,131,5783,148
Tamil Nadu,India,833011,12299,815516,5196
Telangana,India,292835,1586,287468,3781
Tripura,India,33342,391,32911,40
Uttar Pradesh,India,597823,8597,581509,7717
Uttarakhand,India,95354,1626,91852,1876
West Bengal,India,566898,10089,550244,6565
