Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4960,62,4875,23
Andhra Pradesh,India,884916,7129,875243,2544
Arunachal Pradesh,India,16772,56,16650,66
Assam,India,216590,1061,212515,3014
Bihar,India,255700,1434,250088,4178
Chandigarh,India,20295,327,19727,241
Chhattisgarh,India,289231,3490,276774,8967
Dadra and Nagar Haveli and Daman and Diu,India,3380,2,3376,2
Delhi,India,630200,10678,616054,3468
Goa,India,51856,747,50277,832
Gujarat,India,251944,4344,239771,7829
Haryana,India,264955,2950,259495,2510
Himachal Pradesh,India,56452,959,54522,971
Jammu and Kashmir,India,122538,1910,118617,2011
Jharkhand,India,116817,1047,114302,1468
Karnataka,India,927559,12140,905751,9668
Kerala,India,811148,3302,743467,64379
Ladakh,India,9618,127,9294,197
Lakshadweep,India,0,0,0,0
Madhya Pradesh,India,248597,3711,237063,7823
Maharashtra,India,1969114,50061,1863702,55351
Manipur,India,28660,365,27805,490
Meghalaya,India,13611,143,13313,155
Mizoram,India,4293,9,4192,92
Nagaland,India,11978,84,11778,116
Odisha,India,331862,1891,328043,1928
Puducherry,India,38455,638,37501,316
Punjab,India,169033,5445,160655,2933
Rajasthan,India,312996,2734,303536,6726
Sikkim,India,5988,129,5508,351
Tamil Nadu,India,826261,12222,806875,7164
Telangana,India,290008,1566,283924,4518
Tripura,India,33307,388,32869,50
Uttar Pradesh,India,593171,8495,573542,11134
Uttarakhand,India,93621,1573,88918,3130
West Bengal,India,560709,9941,542887,7881
