Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4993,62,4908,23
Andhra Pradesh,India,887010,7147,878387,1476
Arunachal Pradesh,India,16819,56,16745,18
Assam,India,216992,1078,213591,2323
Bihar,India,258787,1479,254991,2317
Chandigarh,India,20718,334,20248,136
Chhattisgarh,India,296626,3617,288066,4943
Dadra and Nagar Haveli and Daman and Diu,India,3394,2,3386,6
Delhi,India,633924,10808,621375,1741
Goa,India,52920,761,51335,824
Gujarat,India,259097,4376,250056,4665
Haryana,India,267203,3010,262682,1511
Himachal Pradesh,India,57210,973,55801,436
Jammu and Kashmir,India,124019,1929,120987,1103
Jharkhand,India,118286,1063,116402,821
Karnataka,India,936051,12197,916325,7529
Kerala,India,890278,3607,813550,73121
Ladakh,India,9687,129,9493,65
Lakshadweep,India,59,0,0,59
Madhya Pradesh,India,253657,3789,245697,4171
Maharashtra,India,2009106,50785,1912264,46057
Manipur,India,28986,369,28416,201
Meghalaya,India,13732,146,13475,111
Mizoram,India,4351,9,4289,53
Nagaland,India,12076,88,11885,103
Odisha,India,334300,1905,331144,1251
Puducherry,India,38860,645,37927,288
Punjab,India,171930,5555,164119,2256
Rajasthan,India,316652,2758,310747,3147
Sikkim,India,6071,133,5811,127
Tamil Nadu,India,834740,12316,817520,4904
Telangana,India,293401,1590,288577,3234
Tripura,India,33345,391,32922,32
Uttar Pradesh,India,598713,8617,583014,7082
Uttarakhand,India,95640,1631,92284,1725
West Bengal,India,568103,10115,551665,6323
