Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4928,4
Andhra Pradesh,India,887836,7153,879405,1278
Arunachal Pradesh,India,16828,56,16759,13
Assam,India,217141,1082,214178,1881
Bihar,India,259563,1501,257169,893
Chandigarh,India,20925,334,20426,165
Chhattisgarh,India,305367,3701,297339,4327
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3390,6
Delhi,India,635096,10853,622882,1361
Goa,India,53409,768,51891,750
Gujarat,India,261540,4387,253703,3450
Haryana,India,267897,3018,263764,1115
Himachal Pradesh,India,57536,979,56167,390
Jammu and Kashmir,India,124506,1936,121822,748
Jharkhand,India,118692,1072,117067,553
Karnataka,India,939387,12217,921122,6048
Kerala,India,929178,3743,854206,71229
Ladakh,India,9720,130,9523,67
Lakshadweep,India,87,0,49,38
Madhya Pradesh,India,255112,3810,248637,2665
Maharashtra,India,2026399,51082,1929005,46312
Manipur,India,29068,371,28553,144
Meghalaya,India,13764,146,13550,68
Mizoram,India,4372,9,4330,33
Nagaland,India,12094,88,11950,56
Odisha,India,335072,1906,332103,1063
Puducherry,India,39068,648,38135,285
Punjab,India,173276,5615,165533,2128
Rajasthan,India,317491,2766,312564,2161
Sikkim,India,6090,134,5870,86
Tamil Nadu,India,838340,12356,821430,4554
Telangana,India,294587,1601,290894,2092
Tripura,India,33351,391,32941,19
Uttar Pradesh,India,600299,8658,586116,5525
Uttarakhand,India,96129,1644,93310,1175
West Bengal,India,569998,10173,554272,5553
