Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4917,15
Andhra Pradesh,India,887238,7150,878731,1357
Arunachal Pradesh,India,16821,56,16751,14
Assam,India,217025,1079,213763,2183
Bihar,India,258996,1486,255174,2336
Chandigarh,India,20775,334,20302,139
Chhattisgarh,India,297429,3644,288764,5021
Dadra and Nagar Haveli and Daman and Diu,India,3395,2,3388,5
Delhi,India,634229,10820,621783,1626
Goa,India,53047,763,51510,774
Gujarat,India,259867,4381,251400,4086
Haryana,India,267417,3014,263119,1284
Himachal Pradesh,India,57257,973,55923,361
Jammu and Kashmir,India,124157,1930,121124,1103
Jharkhand,India,118425,1064,116589,772
Karnataka,India,936955,12204,918099,6652
Kerala,India,899932,3643,824446,71843
Ladakh,India,9688,129,9508,51
Lakshadweep,India,69,0,0,69
Madhya Pradesh,India,254085,3793,247073,3219
Maharashtra,India,2013353,50862,1917450,45041
Manipur,India,29003,369,28463,171
Meghalaya,India,13740,146,13496,98
Mizoram,India,4359,9,4303,47
Nagaland,India,12081,88,11898,95
Odisha,India,334529,1906,331427,1196
Puducherry,India,38910,645,37970,295
Punjab,India,172218,5571,164541,2106
Rajasthan,India,316970,2760,311374,2836
Sikkim,India,6078,133,5841,104
Tamil Nadu,India,835803,12325,818742,4736
Telangana,India,293737,1593,289325,2819
Tripura,India,33346,391,32931,24
Uttar Pradesh,India,599208,8632,584039,6537
Uttarakhand,India,95741,1636,92650,1455
West Bengal,India,568650,10131,552491,6028
