Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4927,5
Andhra Pradesh,India,887591,7152,879131,1308
Arunachal Pradesh,India,16827,56,16758,13
Assam,India,217091,1081,214054,1956
Bihar,India,259373,1495,256857,1021
Chandigarh,India,20882,334,20389,159
Chhattisgarh,India,304689,3689,296642,4358
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3388,8
Delhi,India,634773,10841,622381,1551
Goa,India,53263,766,51755,742
Gujarat,India,260901,4385,252927,3589
Haryana,India,267708,3015,263501,1192
Himachal Pradesh,India,57400,974,56083,343
Jammu and Kashmir,India,124373,1933,121617,823
Jharkhand,India,118602,1070,116904,628
Karnataka,India,938401,12211,920110,6080
Kerala,India,917630,3704,841444,72482
Ladakh,India,9714,129,9517,68
Lakshadweep,India,69,0,0,56
Madhya Pradesh,India,254667,3805,248036,2826
Maharashtra,India,2021184,51000,1925800,44384
Manipur,India,29037,371,28524,142
Meghalaya,India,13753,146,13524,83
Mizoram,India,4366,9,4318,39
Nagaland,India,12088,88,11947,53
Odisha,India,334850,1906,331824,1120
Puducherry,India,39004,647,38062,295
Punjab,India,172860,5601,165145,2114
Rajasthan,India,317292,2765,312132,2395
Sikkim,India,6085,133,5855,97
Tamil Nadu,India,837327,12345,820381,4601
Telangana,India,294306,1598,290354,2354
Tripura,India,33350,391,32938,21
Uttar Pradesh,India,599837,8646,585273,5918
Uttarakhand,India,95986,1642,93055,1289
West Bengal,India,569459,10155,553593,5711
