Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4988,62,4897,29
Andhra Pradesh,India,886066,7141,877212,1713
Arunachal Pradesh,India,16812,56,16699,57
Assam,India,216864,1075,212978,2811
Bihar,India,257775,1460,253007,3308
Chandigarh,India,20564,330,20031,203
Chhattisgarh,India,293972,3565,284412,5995
Dadra and Nagar Haveli and Daman and Diu,India,3390,2,3377,11
Delhi,India,632590,10754,619501,2335
Goa,India,52458,756,50837,865
Gujarat,India,256367,4367,245807,6193
Haryana,India,266428,2989,261510,1929
Himachal Pradesh,India,56978,967,55383,628
Jammu and Kashmir,India,123425,1922,120392,1111
Jharkhand,India,117786,1054,115542,1190
Karnataka,India,932432,12175,912205,8052
Kerala,India,851194,3480,779097,68617
Ladakh,India,9657,128,9448,81
Lakshadweep,India,0,0,0,14
Madhya Pradesh,India,251882,3756,241966,6160
Maharashtra,India,1992683,50473,1890323,51887
Manipur,India,28867,366,28205,296
Meghalaya,India,13707,144,13415,148
Mizoram,India,4329,9,4241,79
Nagaland,India,12061,88,11858,115
Odisha,India,333444,1901,329801,1742
Puducherry,India,38669,643,37740,286
Punjab,India,170729,5509,162762,2458
Rajasthan,India,315394,2750,308010,4634
Sikkim,India,6038,130,5756,152
Tamil Nadu,India,831323,12272,813326,5725
Telangana,India,292128,1581,286542,4005
Tripura,India,33335,391,32905,39
Uttar Pradesh,India,596904,8580,579693,8631
Uttarakhand,India,94923,1617,91170,2136
West Bengal,India,565661,10063,548705,6893
