Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4917,15
Andhra Pradesh,India,887066,7149,878528,1389
Arunachal Pradesh,India,16820,56,16749,15
Assam,India,217017,1078,213674,2265
Bihar,India,258861,1483,255019,2359
Chandigarh,India,20749,334,20273,142
Chhattisgarh,India,297108,3630,288582,4896
Dadra and Nagar Haveli and Daman and Diu,India,3394,2,3387,5
Delhi,India,634072,10813,621565,1694
Goa,India,52977,762,51448,767
Gujarat,India,259487,4379,250763,4345
Haryana,India,267321,3014,262929,1378
Himachal Pradesh,India,57245,973,55864,408
Jammu and Kashmir,India,124083,1929,121070,1084
Jharkhand,India,118360,1064,116524,772
Karnataka,India,936426,12200,917361,6865
Kerala,India,893639,3624,819156,70859
Ladakh,India,9687,129,9504,54
Lakshadweep,India,67,0,0,67
Madhya Pradesh,India,253857,3791,246558,3508
Maharashtra,India,2010948,50815,1915344,44789
Manipur,India,28997,369,28442,186
Meghalaya,India,13734,146,13484,104
Mizoram,India,4356,9,4298,49
Nagaland,India,12079,88,11895,96
Odisha,India,334430,1906,331284,1240
Puducherry,India,38878,645,37953,280
Punjab,India,172089,5560,164377,2152
Rajasthan,India,316845,2760,311117,2968
Sikkim,India,6072,133,5824,115
Tamil Nadu,India,835280,12320,818147,4813
Telangana,India,293590,1592,288926,3072
Tripura,India,33346,391,32927,28
Uttar Pradesh,India,598907,8624,583470,6813
Uttarakhand,India,95702,1635,92544,1523
West Bengal,India,568355,10122,552082,6151
