Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4963,62,4884,17
Andhra Pradesh,India,885037,7131,875456,2450
Arunachal Pradesh,India,16777,56,16658,63
Assam,India,216635,1064,212579,2992
Bihar,India,255932,1439,250439,4054
Chandigarh,India,20342,327,19756,259
Chhattisgarh,India,290084,3505,278029,8550
Dadra and Nagar Haveli and Daman and Diu,India,3382,2,3376,4
Delhi,India,630506,10691,616461,3354
Goa,India,51891,749,50343,799
Gujarat,India,252559,4347,240517,7695
Haryana,India,265199,2956,259696,2547
Himachal Pradesh,India,56521,961,54686,874
Jammu and Kashmir,India,122651,1911,118972,1768
Jharkhand,India,116961,1048,114531,1382
Karnataka,India,928055,12144,906548,9363
Kerala,India,814258,3322,747389,63547
Ladakh,India,9621,127,9311,183
Lakshadweep,India,0,0,0,0
Madhya Pradesh,India,249082,3718,237713,7651
Maharashtra,India,1971552,50101,1867988,53463
Manipur,India,28693,365,27851,477
Meghalaya,India,13631,143,13337,151
Mizoram,India,4299,9,4194,96
Nagaland,India,11987,84,11795,108
Odisha,India,332106,1892,328271,1943
Puducherry,India,38477,638,37535,304
Punjab,India,169225,5447,160920,2858
Rajasthan,India,313425,2736,304104,6585
Sikkim,India,5989,129,5538,322
Tamil Nadu,India,826943,12228,807744,6971
Telangana,India,290309,1568,284217,4524
Tripura,India,33309,388,32872,49
Uttar Pradesh,India,593680,8504,574312,10864
Uttarakhand,India,93777,1578,89446,2753
West Bengal,India,561321,9957,543826,7538
