Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4994,62,4928,4
Andhra Pradesh,India,887720,7153,879278,1289
Arunachal Pradesh,India,16828,56,16758,14
Assam,India,217120,1082,214124,1914
Bihar,India,259496,1499,257021,976
Chandigarh,India,20899,334,20414,151
Chhattisgarh,India,305102,3698,297144,4260
Dadra and Nagar Haveli and Daman and Diu,India,3398,2,3390,6
Delhi,India,634956,10849,622671,1436
Goa,India,53356,766,51831,759
Gujarat,India,261224,4387,253368,3469
Haryana,India,267805,3017,263654,1134
Himachal Pradesh,India,57494,976,56135,383
Jammu and Kashmir,India,124449,1936,121752,761
Jharkhand,India,118651,1071,117004,576
Karnataka,India,938865,12213,920657,5995
Kerala,India,923912,3722,848476,71714
Ladakh,India,9719,130,9519,70
Lakshadweep,India,70,0,14,49
Madhya Pradesh,India,254886,3807,248319,2760
Maharashtra,India,2023814,51042,1927335,45437
Manipur,India,29052,371,28545,136
Meghalaya,India,13761,146,13541,74
Mizoram,India,4372,9,4323,40
Nagaland,India,12090,88,11950,52
Odisha,India,334958,1906,331962,1090
Puducherry,India,39047,647,38094,306
Punjab,India,173084,5609,165291,2184
Rajasthan,India,317396,2766,312370,2260
Sikkim,India,6088,133,5861,94
Tamil Nadu,India,837832,12350,820907,4575
Telangana,India,294469,1599,290630,2240
Tripura,India,33351,391,32939,21
Uttar Pradesh,India,600079,8650,585747,5682
Uttarakhand,India,96068,1643,93223,1202
West Bengal,India,569769,10164,553934,5671
