Province_State,Country_Region,Confirmed,Deaths,Recovered,Active
Andaman and Nicobar Islands,India,4948,62,4846,40
Andhra Pradesh,India,883082,7115,872897,3070
Arunachal Pradesh,India,16732,56,16583,93
Assam,India,216304,1052,212132,3120
Bihar,India,252857,1405,246979,4473
Chandigarh,India,19881,320,19280,281
Chhattisgarh,India,282368,3400,268988,9980
Dadra and Nagar Haveli and Daman and Diu,India,3379,2,3368,9
Delhi,India,626872,10585,611243,5044
Goa,India,51295,741,49653,901
Gujarat,India,247228,4318,233660,9250
Haryana,India,263068,2917,257261,2890
Himachal Pradesh,India,55686,944,52912,1830
Jammu and Kashmir,India,121653,1886,116792,2975
Jharkhand,India,115529,1035,112893,1601
Karnataka,India,921938,12107,898919,10912
Kerala,India,775852,3141,707244,65467
Ladakh,India,9556,127,9173,256
Lakshadweep,India,0,0,0,0
Madhya Pradesh,India,244026,3641,231533,8852
Maharashtra,India,1942136,49666,1836999,55471
Manipur,India,28281,358,26815,1108
Meghalaya,India,13460,139,13186,135
Mizoram,India,4223,8,4127,88
Nagaland,India,11930,79,11673,178
Odisha,India,330309,1883,326209,2217
Puducherry,India,38224,633,37233,358
Punjab,India,167219,5376,158482,3361
Rajasthan,India,309821,2710,298620,8491
Sikkim,India,5920,129,5285,506
Tamil Nadu,India,820712,12156,800429,8127
Telangana,India,287740,1551,281083,5106
Tripura,India,33283,385,32815,83
Uttar Pradesh,India,588171,8403,566910,12858
Uttarakhand,India,91811,1527,85908,4376
West Bengal,India,554975,9792,534737,10446
